100073at32523	8478_0:000611
147892at32523	8478_0:0044c0
147995at32523	8478_0:0012de
148049at32523	8478_0:000670
148089at32523	8478_0:0007aa
148267at32523	8478_0:000d89
148288at32523	8478_0:000ea7
148370at32523	8478_0:0005f6
14845at32523	8478_0:0002f9
148538at32523	8478_0:004d81
148625at32523	8478_0:000a0a
148689at32523	8478_0:004963
148851at32523	8478_0:000092
148878at32523	8478_0:000f55
148904at32523	8478_0:002500
149009at32523	8478_0:000378
149048at32523	8478_0:002ecb
149114at32523	8478_0:000b8f
149120at32523	8478_0:000a3b
149214at32523	8478_0:002050
14923at32523	8478_0:001bd0
149281at32523	8478_0:002798
149295at32523	8478_0:004675
149303at32523	8478_0:002d68
149367at32523	8478_0:004330
149417at32523	8478_0:000068
149487at32523	8478_0:002446
149491at32523	8478_0:0041ae
149510at32523	8478_0:002eb2
149524at32523	8478_0:004403
149535at32523	8478_0:0049cd
149548at32523	8478_0:00444a
14956at32523	8478_0:0045a8
149597at32523	8478_0:004745
149605at32523	8478_0:00042e
149610at32523	8478_0:000af2
149711at32523	8478_0:00368d
149713at32523	8478_0:004ee0
149751at32523	8478_0:000ef6
149790at32523	8478_0:000a8f
14979at32523	8478_0:004cad
149835at32523	8478_0:0020d7
149850at32523	8478_0:0011f6
149868at32523	8478_0:000b9c
149898at32523	8478_0:001167
149929at32523	8478_0:0004ca
149967at32523	8478_0:004478
15001at32523	8478_0:004cec
150076at32523	8478_0:002e60
150095at32523	8478_0:004b32
150104at32523	8478_0:00277a
150141at32523	8478_0:001b8e
150210at32523	8478_0:004c4e
150366at32523	8478_0:003c70
150373at32523	8478_0:0043c0
15039at32523	8478_0:000d65
150509at32523	8478_0:0021e8
150577at32523	8478_0:002977
150642at32523	8478_0:000a69
150698at32523	8478_0:0017cb
150824at32523	8478_0:0011f9
150956at32523	8478_0:001019
151007at32523	8478_0:000526
151083at32523	8478_0:000811
151181at32523	8478_0:0051d3
15121at32523	8478_0:001c59
151255at32523	8478_0:0015b5
151289at32523	8478_0:0006a0
151420at32523	8478_0:002128
151454at32523	8478_0:004612
151455at32523	8478_0:000a53
15162at32523	8478_0:000b1d
151644at32523	8478_0:002d30
151668at32523	8478_0:0018f4
151813at32523	8478_0:00509e
151890at32523	8478_0:00071b
151903at32523	8478_0:004a26
151917at32523	8478_0:00422c
151965at32523	8478_0:0028b8
152021at32523	8478_0:000aaf
152074at32523	8478_0:0002d8
152156at32523	8478_0:0027f9
152211at32523	8478_0:0001f5
152308at32523	8478_0:00425f
152310at32523	8478_0:003389
152358at32523	8478_0:002a38
152363at32523	8478_0:001a4c
152395at32523	8478_0:00031e
152435at32523	8478_0:002cff
152479at32523	8478_0:005084
152561at32523	8478_0:002537
152640at32523	8478_0:004a12
15265at32523	8478_0:002881
152668at32523	8478_0:004ee5
152670at32523	8478_0:0021f3
15274at32523	8478_0:002f42
152751at32523	8478_0:00083e
152780at32523	8478_0:0043a3
1528at32523	8478_0:002436
152953at32523	8478_0:0005f3
152969at32523	8478_0:000ab6
152992at32523	8478_0:001128
153158at32523	8478_0:000702
153206at32523	8478_0:0003bd
153217at32523	8478_0:001bc6
153223at32523	8478_0:003ff0
153249at32523	8478_0:003035
153255at32523	8478_0:004e64
153277at32523	8478_0:002093
153562at32523	8478_0:000f56
153576at32523	8478_0:002265
153761at32523	8478_0:004649
153897at32523	8478_0:005049
153910at32523	8478_0:002919
15391at32523	8478_0:005102
154035at32523	8478_0:004adb
154069at32523	8478_0:00005d
154096at32523	8478_0:000edd
154136at32523	8478_0:001da2
154151at32523	8478_0:0011b3
154282at32523	8478_0:002669
154284at32523	8478_0:00007c
154309at32523	8478_0:002453
154328at32523	8478_0:0048a8
154353at32523	8478_0:004e4b
154512at32523	8478_0:00291e
154523at32523	8478_0:001329
154532at32523	8478_0:00241b
15464at32523	8478_0:0011f7
154682at32523	8478_0:000393
15476at32523	8478_0:000644
154801at32523	8478_0:00517e
154803at32523	8478_0:003103
154840at32523	8478_0:000171
154904at32523	8478_0:004859
154908at32523	8478_0:0013ca
154924at32523	8478_0:0048dc
154925at32523	8478_0:0046dc
155031at32523	8478_0:004f0d
155052at32523	8478_0:001acd
155159at32523	8478_0:002022
155164at32523	8478_0:004325
155180at32523	8478_0:002422
155190at32523	8478_0:003983
15520at32523	8478_0:000f9c
155262at32523	8478_0:0022b6
155297at32523	8478_0:002e66
155481at32523	8478_0:004dab
155486at32523	8478_0:004385
15549at32523	8478_0:004144
155642at32523	8478_0:001086
155761at32523	8478_0:0017d5
155765at32523	8478_0:001c2a
155782at32523	8478_0:00059b
155788at32523	8478_0:000e22
155886at32523	8478_0:000da7
155889at32523	8478_0:0000af
155954at32523	8478_0:00251f
155984at32523	8478_0:001eb8
155997at32523	8478_0:00432b
156036at32523	8478_0:0020d5
156110at32523	8478_0:0008f6
156218at32523	8478_0:0015be
156218at32523	8478_0:0015ce
156299at32523	8478_0:000ccb
156345at32523	8478_0:0019eb
156394at32523	8478_0:0005d3
156433at32523	8478_0:0008d7
156453at32523	8478_0:002317
156520at32523	8478_0:004842
156527at32523	8478_0:00132b
156603at32523	8478_0:0043a4
156612at32523	8478_0:00081c
156644at32523	8478_0:002c05
156676at32523	8478_0:001322
156677at32523	8478_0:001707
156691at32523	8478_0:000a74
156698at32523	8478_0:00464f
156795at32523	8478_0:001dd2
156797at32523	8478_0:001143
156816at32523	8478_0:004beb
156907at32523	8478_0:002124
15690at32523	8478_0:0010ba
156913at32523	8478_0:000b4c
156936at32523	8478_0:000b1a
157045at32523	8478_0:002e12
157101at32523	8478_0:000e13
157149at32523	8478_0:002883
157171at32523	8478_0:000dd6
157184at32523	8478_0:002978
157369at32523	8478_0:004bc0
157511at32523	8478_0:00141b
157522at32523	8478_0:000e16
157532at32523	8478_0:000f45
157569at32523	8478_0:000c4a
157574at32523	8478_0:0002a2
157582at32523	8478_0:001970
157610at32523	8478_0:00500c
157630at32523	8478_0:004110
157714at32523	8478_0:003396
157714at32523	8478_0:003b4c
157717at32523	8478_0:004797
157748at32523	8478_0:0043d5
157804at32523	8478_0:001bd5
157816at32523	8478_0:000d97
157817at32523	8478_0:0003cc
157968at32523	8478_0:004ee8
158013at32523	8478_0:004d79
158052at32523	8478_0:0027e7
158106at32523	8478_0:002f8f
158115at32523	8478_0:005244
158268at32523	8478_0:004b44
15838at32523	8478_0:00204b
158403at32523	8478_0:004f04
158404at32523	8478_0:0015c4
158430at32523	8478_0:0041bd
158451at32523	8478_0:000711
158470at32523	8478_0:004679
158487at32523	8478_0:00419c
158492at32523	8478_0:001ad5
158493at32523	8478_0:0041db
158657at32523	8478_0:000534
158697at32523	8478_0:000403
158701at32523	8478_0:000fd7
158721at32523	8478_0:000872
158753at32523	8478_0:0024c8
158792at32523	8478_0:0042bc
158811at32523	8478_0:000d34
15890at32523	8478_0:0012fc
158955at32523	8478_0:000a87
159065at32523	8478_0:000941
15909at32523	8478_0:004fdb
159137at32523	8478_0:0018a4
159144at32523	8478_0:0038a6
159160at32523	8478_0:001022
159191at32523	8478_0:0019d0
159224at32523	8478_0:004ac8
159353at32523	8478_0:0011a5
159382at32523	8478_0:0050b3
159490at32523	8478_0:000f6e
159524at32523	8478_0:00499b
159536at32523	8478_0:005006
15955at32523	8478_0:001107
159599at32523	8478_0:0038bd
159696at32523	8478_0:000afe
159704at32523	8478_0:002f3c
159723at32523	8478_0:0049fa
159730at32523	8478_0:002592
159778at32523	8478_0:0047ef
159796at32523	8478_0:0031a4
159884at32523	8478_0:002bac
159905at32523	8478_0:003762
159991at32523	8478_0:001790
160103at32523	8478_0:00094b
160110at32523	8478_0:004d53
160152at32523	8478_0:000758
160155at32523	8478_0:00513d
160164at32523	8478_0:0051a3
160202at32523	8478_0:00062e
160202at32523	8478_0:003d13
160219at32523	8478_0:0041d7
160232at32523	8478_0:000f11
16025at32523	8478_0:001ae8
160273at32523	8478_0:001ff6
160374at32523	8478_0:002a1a
160404at32523	8478_0:000dbd
160490at32523	8478_0:00277b
160510at32523	8478_0:004e8b
160529at32523	8478_0:002ba3
160659at32523	8478_0:0019a5
160677at32523	8478_0:0013be
160758at32523	8478_0:001568
16076at32523	8478_0:000f68
160911at32523	8478_0:004f58
160923at32523	8478_0:000666
160941at32523	8478_0:001e5b
160946at32523	8478_0:004152
160962at32523	8478_0:00061b
161015at32523	8478_0:000495
161080at32523	8478_0:0017c1
161090at32523	8478_0:002b30
161102at32523	8478_0:0012c4
161123at32523	8478_0:004da3
161244at32523	8478_0:0048f7
161263at32523	8478_0:0005eb
161343at32523	8478_0:001462
161449at32523	8478_0:002d40
161507at32523	8478_0:0002d0
161532at32523	8478_0:000996
161653at32523	8478_0:0004fd
161674at32523	8478_0:004ba1
161728at32523	8478_0:0041e1
16175at32523	8478_0:001a9d
161938at32523	8478_0:002467
161967at32523	8478_0:0040d7
162030at32523	8478_0:0050ee
162034at32523	8478_0:000a51
162119at32523	8478_0:000157
162144at32523	8478_0:00087e
162293at32523	8478_0:0026bd
162333at32523	8478_0:001cce
162338at32523	8478_0:001941
162427at32523	8478_0:001ecf
162438at32523	8478_0:0050bd
162442at32523	8478_0:0041a7
162454at32523	8478_0:004646
162481at32523	8478_0:0021f8
162482at32523	8478_0:0005a9
162668at32523	8478_0:000c0a
162671at32523	8478_0:002e64
162748at32523	8478_0:002991
162912at32523	8478_0:004977
162915at32523	8478_0:002fbd
162932at32523	8478_0:0015e7
162967at32523	8478_0:000fce
163158at32523	8478_0:0026bb
163188at32523	8478_0:00048c
163200at32523	8478_0:0009bb
163207at32523	8478_0:0046bb
163226at32523	8478_0:00196b
163231at32523	8478_0:004ae2
163231at32523	8478_0:004aed
163249at32523	8478_0:001374
163409at32523	8478_0:004b45
163540at32523	8478_0:00169f
163646at32523	8478_0:0011d8
163694at32523	8478_0:0027cf
163709at32523	8478_0:0021be
163714at32523	8478_0:0006c1
163916at32523	8478_0:004d0b
163930at32523	8478_0:00346e
163950at32523	8478_0:00229d
163952at32523	8478_0:005139
163963at32523	8478_0:0011a3
164205at32523	8478_0:0006b4
164362at32523	8478_0:00131c
164369at32523	8478_0:00013b
164435at32523	8478_0:002b93
164437at32523	8478_0:0024bc
164469at32523	8478_0:0011ea
164471at32523	8478_0:0016e7
164484at32523	8478_0:00365b
164580at32523	8478_0:000653
164604at32523	8478_0:001e39
164694at32523	8478_0:0009b2
16472at32523	8478_0:004227
164767at32523	8478_0:002200
164801at32523	8478_0:004240
164856at32523	8478_0:001f6f
16495at32523	8478_0:0042c4
165017at32523	8478_0:0025bc
165047at32523	8478_0:001915
165049at32523	8478_0:004e5b
16505at32523	8478_0:004d83
165208at32523	8478_0:002e3c
165225at32523	8478_0:0044e4
165240at32523	8478_0:002cb0
165260at32523	8478_0:001dfb
165319at32523	8478_0:0023e9
165320at32523	8478_0:001436
165326at32523	8478_0:004bf2
165328at32523	8478_0:00263d
165454at32523	8478_0:001a7b
165494at32523	8478_0:001616
165500at32523	8478_0:0014aa
165502at32523	8478_0:004610
165526at32523	8478_0:004c2a
165606at32523	8478_0:004ed8
165745at32523	8478_0:00091f
165748at32523	8478_0:004af1
165786at32523	8478_0:0011c6
165838at32523	8478_0:0048f1
165981at32523	8478_0:000806
166024at32523	8478_0:0030ef
166027at32523	8478_0:000727
16602at32523	8478_0:002981
166132at32523	8478_0:0051a1
166167at32523	8478_0:002a84
166186at32523	8478_0:00132f
166317at32523	8478_0:0026b0
166322at32523	8478_0:001cd9
166353at32523	8478_0:0045ce
166443at32523	8478_0:004b59
166537at32523	8478_0:002007
166546at32523	8478_0:00436a
166597at32523	8478_0:001363
166620at32523	8478_0:004dfd
166660at32523	8478_0:0046da
166773at32523	8478_0:004b52
166812at32523	8478_0:00159c
16690at32523	8478_0:000368
166999at32523	8478_0:0016c6
167005at32523	8478_0:001a67
16701at32523	8478_0:000ad6
167036at32523	8478_0:004dbd
167094at32523	8478_0:004e95
167107at32523	8478_0:00512a
16711at32523	8478_0:000fdc
167127at32523	8478_0:0046ea
167160at32523	8478_0:000244
167179at32523	8478_0:000b9d
167184at32523	8478_0:001ac6
167195at32523	8478_0:001a44
167295at32523	8478_0:005008
167373at32523	8478_0:004159
167394at32523	8478_0:0007a2
167400at32523	8478_0:004b6f
167417at32523	8478_0:00107c
167418at32523	8478_0:0016af
167437at32523	8478_0:0009c4
167447at32523	8478_0:004eb2
167459at32523	8478_0:001ebf
167540at32523	8478_0:002413
167562at32523	8478_0:001495
167576at32523	8478_0:002e25
167608at32523	8478_0:001552
167610at32523	8478_0:0003d3
167629at32523	8478_0:004a2a
167639at32523	8478_0:000d5e
167645at32523	8478_0:0004bf
167656at32523	8478_0:0003a6
167660at32523	8478_0:00319d
167664at32523	8478_0:003026
167754at32523	8478_0:0015cf
167886at32523	8478_0:002a92
167904at32523	8478_0:004da9
167960at32523	8478_0:000dd8
168043at32523	8478_0:005167
168114at32523	8478_0:00440b
168146at32523	8478_0:000557
168147at32523	8478_0:004699
168150at32523	8478_0:000ade
168156at32523	8478_0:001fd3
168278at32523	8478_0:00523d
168302at32523	8478_0:000995
168322at32523	8478_0:004b51
168412at32523	8478_0:0051b0
168413at32523	8478_0:000879
168420at32523	8478_0:001eea
168421at32523	8478_0:0022bc
168446at32523	8478_0:000da8
168450at32523	8478_0:001447
168457at32523	8478_0:002529
168477at32523	8478_0:00460a
168522at32523	8478_0:004ef2
168608at32523	8478_0:003114
168608at32523	8478_0:003d57
168634at32523	8478_0:00022b
168809at32523	8478_0:001101
168840at32523	8478_0:00178b
168903at32523	8478_0:004d17
168932at32523	8478_0:001d4f
168953at32523	8478_0:001fa5
169032at32523	8478_0:0021c2
16928at32523	8478_0:00522b
16931at32523	8478_0:0003e5
169330at32523	8478_0:000ed9
169346at32523	8478_0:001e96
169366at32523	8478_0:00423d
169435at32523	8478_0:0013e7
169495at32523	8478_0:00048d
169507at32523	8478_0:001e58
169526at32523	8478_0:002621
1696at32523	8478_0:00489b
169719at32523	8478_0:0029c3
16978at32523	8478_0:004abd
169850at32523	8478_0:001fc3
169930at32523	8478_0:0014ae
170019at32523	8478_0:000598
170076at32523	8478_0:002d74
170079at32523	8478_0:004c7c
170080at32523	8478_0:0029c8
170095at32523	8478_0:0017ed
17009at32523	8478_0:00167d
170201at32523	8478_0:0001bc
170246at32523	8478_0:000b5d
170296at32523	8478_0:004127
170322at32523	8478_0:001599
170380at32523	8478_0:001b2e
170550at32523	8478_0:0000f4
17056at32523	8478_0:0023f8
170646at32523	8478_0:001bbc
170680at32523	8478_0:002596
170856at32523	8478_0:00067b
170858at32523	8478_0:00100d
171060at32523	8478_0:002576
171087at32523	8478_0:002f47
171096at32523	8478_0:002b18
171134at32523	8478_0:000819
171155at32523	8478_0:002101
171298at32523	8478_0:000ff8
171311at32523	8478_0:000fea
171347at32523	8478_0:004812
171348at32523	8478_0:002ffe
171423at32523	8478_0:000f89
171423at32523	8478_0:000fa6
171475at32523	8478_0:000491
171521at32523	8478_0:000bb5
171587at32523	8478_0:00276d
171612at32523	8478_0:002c0f
171639at32523	8478_0:0046b7
171646at32523	8478_0:000864
171656at32523	8478_0:001baa
17185at32523	8478_0:00044e
172011at32523	8478_0:002146
172050at32523	8478_0:001164
17218at32523	8478_0:00432d
172222at32523	8478_0:0007fc
172287at32523	8478_0:00303a
172434at32523	8478_0:004b88
17252at32523	8478_0:002419
172569at32523	8478_0:001d0a
172613at32523	8478_0:004696
172636at32523	8478_0:002c24
172637at32523	8478_0:0021e7
172732at32523	8478_0:00429d
172821at32523	8478_0:0040ac
172839at32523	8478_0:00053d
172934at32523	8478_0:002117
172939at32523	8478_0:00073e
173014at32523	8478_0:002006
173021at32523	8478_0:001f39
173082at32523	8478_0:000452
173099at32523	8478_0:00157a
173105at32523	8478_0:001158
173139at32523	8478_0:0042b3
173181at32523	8478_0:00478a
173329at32523	8478_0:002587
173550at32523	8478_0:0013e0
173575at32523	8478_0:0018ec
173582at32523	8478_0:0043f1
173591at32523	8478_0:001cc0
173598at32523	8478_0:0019de
17363at32523	8478_0:002664
173655at32523	8478_0:0028ba
173656at32523	8478_0:001e79
173705at32523	8478_0:000968
173747at32523	8478_0:000b1f
173797at32523	8478_0:000248
173815at32523	8478_0:001076
173832at32523	8478_0:004837
173903at32523	8478_0:002138
173918at32523	8478_0:001c9d
174022at32523	8478_0:0001b2
174027at32523	8478_0:000921
17403at32523	8478_0:000463
174211at32523	8478_0:00055b
174347at32523	8478_0:002788
174365at32523	8478_0:000b94
174403at32523	8478_0:004c62
174474at32523	8478_0:000531
174518at32523	8478_0:001506
174588at32523	8478_0:0004e6
174589at32523	8478_0:004dbe
174611at32523	8478_0:000d90
174621at32523	8478_0:001bcd
174624at32523	8478_0:005243
174649at32523	8478_0:0051cc
174675at32523	8478_0:004466
174771at32523	8478_0:0050bc
174781at32523	8478_0:002b2a
174853at32523	8478_0:0046aa
174890at32523	8478_0:00375a
174944at32523	8478_0:000176
174949at32523	8478_0:0003dc
174959at32523	8478_0:001c1e
175073at32523	8478_0:004a47
175113at32523	8478_0:001ef9
17511at32523	8478_0:00066a
175128at32523	8478_0:002d32
175337at32523	8478_0:001d21
175395at32523	8478_0:000f6f
175462at32523	8478_0:004414
175476at32523	8478_0:0022de
175503at32523	8478_0:001bee
175561at32523	8478_0:001acf
175562at32523	8478_0:005166
175597at32523	8478_0:001c7f
175609at32523	8478_0:0027bf
175626at32523	8478_0:001fe3
175663at32523	8478_0:0044d2
175768at32523	8478_0:002591
175843at32523	8478_0:00090f
175870at32523	8478_0:004d96
175883at32523	8478_0:0017f4
175897at32523	8478_0:00234f
17600at32523	8478_0:002465
176061at32523	8478_0:000667
176101at32523	8478_0:004a58
176110at32523	8478_0:004a6d
176224at32523	8478_0:00292a
176378at32523	8478_0:0038fb
176403at32523	8478_0:002d09
176408at32523	8478_0:004e67
176412at32523	8478_0:0036ee
176586at32523	8478_0:0002b3
176589at32523	8478_0:004780
176592at32523	8478_0:000d37
17660at32523	8478_0:00070e
176713at32523	8478_0:000d71
176734at32523	8478_0:0004a1
176765at32523	8478_0:001305
176864at32523	8478_0:00148c
176970at32523	8478_0:002796
177065at32523	8478_0:004258
177088at32523	8478_0:000bd8
177102at32523	8478_0:0044e2
17731at32523	8478_0:004381
177343at32523	8478_0:002295
17735at32523	8478_0:00063d
177431at32523	8478_0:000b2e
177525at32523	8478_0:004e4c
177538at32523	8478_0:000dac
177564at32523	8478_0:002174
177588at32523	8478_0:002268
17780at32523	8478_0:00241c
177848at32523	8478_0:0008ee
177855at32523	8478_0:0001fe
177858at32523	8478_0:001db2
177906at32523	8478_0:004c8f
177909at32523	8478_0:00149e
177930at32523	8478_0:004edd
177934at32523	8478_0:000222
177974at32523	8478_0:002f1e
17799at32523	8478_0:004291
178072at32523	8478_0:0042dd
17816at32523	8478_0:0010f3
178257at32523	8478_0:002067
178294at32523	8478_0:0048da
178320at32523	8478_0:000cac
178374at32523	8478_0:000001
178473at32523	8478_0:0006df
178490at32523	8478_0:00035e
178523at32523	8478_0:000939
178611at32523	8478_0:002334
178688at32523	8478_0:0015e6
178726at32523	8478_0:001162
178745at32523	8478_0:004f50
178746at32523	8478_0:0047f4
178785at32523	8478_0:002149
178841at32523	8478_0:00356c
178859at32523	8478_0:000cc0
178941at32523	8478_0:000fbf
17894at32523	8478_0:0016d6
178984at32523	8478_0:002b2d
179123at32523	8478_0:0007f8
179178at32523	8478_0:001a01
179185at32523	8478_0:001cd5
179213at32523	8478_0:00176b
179224at32523	8478_0:003112
179256at32523	8478_0:004d25
179279at32523	8478_0:0022a0
179457at32523	8478_0:0016e6
179598at32523	8478_0:0009f6
179601at32523	8478_0:002a8e
17963at32523	8478_0:000cb3
179678at32523	8478_0:00481c
179750at32523	8478_0:0049ec
179820at32523	8478_0:001331
179841at32523	8478_0:00112e
179871at32523	8478_0:0040b2
179971at32523	8478_0:004c12
180133at32523	8478_0:001e30
180229at32523	8478_0:00422a
180304at32523	8478_0:00319a
180354at32523	8478_0:002d07
180359at32523	8478_0:0005d6
180371at32523	8478_0:002103
18041at32523	8478_0:0013d9
18042at32523	8478_0:001699
180491at32523	8478_0:000fab
180493at32523	8478_0:00109e
180533at32523	8478_0:004140
180550at32523	8478_0:0024c2
180579at32523	8478_0:00118d
180769at32523	8478_0:004e8e
180794at32523	8478_0:004315
180829at32523	8478_0:001bcf
18091at32523	8478_0:0048ed
181104at32523	8478_0:004c43
181110at32523	8478_0:002a3c
181153at32523	8478_0:000027
18116at32523	8478_0:0018fa
181245at32523	8478_0:005154
18124at32523	8478_0:000f08
181336at32523	8478_0:000ad4
181361at32523	8478_0:004642
181423at32523	8478_0:000242
181454at32523	8478_0:00136e
181546at32523	8478_0:004971
181620at32523	8478_0:0002dd
181679at32523	8478_0:000223
181736at32523	8478_0:004439
181765at32523	8478_0:002c2d
18178at32523	8478_0:002e8b
181827at32523	8478_0:000299
181890at32523	8478_0:002662
181904at32523	8478_0:000689
181904at32523	8478_0:003535
181908at32523	8478_0:0030b1
181929at32523	8478_0:000064
181994at32523	8478_0:001e4e
182033at32523	8478_0:002f04
182087at32523	8478_0:002e34
18213at32523	8478_0:000e33
182186at32523	8478_0:004dd6
182203at32523	8478_0:0015ca
182210at32523	8478_0:000d17
182273at32523	8478_0:00437b
182302at32523	8478_0:001fee
182304at32523	8478_0:0025a2
182378at32523	8478_0:0049e5
182485at32523	8478_0:00177d
182497at32523	8478_0:002502
182531at32523	8478_0:0022af
182549at32523	8478_0:0012cb
182590at32523	8478_0:00072c
182600at32523	8478_0:001dae
182677at32523	8478_0:004b66
182710at32523	8478_0:000571
182907at32523	8478_0:0050c3
183201at32523	8478_0:0014cd
183205at32523	8478_0:004b91
183328at32523	8478_0:002258
183479at32523	8478_0:0046c5
183577at32523	8478_0:004628
183602at32523	8478_0:001702
183646at32523	8478_0:0021ea
18367at32523	8478_0:002c62
183694at32523	8478_0:000b18
183714at32523	8478_0:000675
18382at32523	8478_0:002bb2
183844at32523	8478_0:00068c
18391at32523	8478_0:004570
183985at32523	8478_0:002fc4
184059at32523	8478_0:004adc
184119at32523	8478_0:0020e3
184192at32523	8478_0:002d22
184266at32523	8478_0:000089
184307at32523	8478_0:004f44
184336at32523	8478_0:0000c7
184337at32523	8478_0:002598
184350at32523	8478_0:0050fc
18447at32523	8478_0:0014ff
184549at32523	8478_0:004aee
184549at32523	8478_0:005074
184559at32523	8478_0:002749
184664at32523	8478_0:004eea
184791at32523	8478_0:0012d9
184812at32523	8478_0:00152a
184832at32523	8478_0:000073
184858at32523	8478_0:00226f
184874at32523	8478_0:0029c6
184879at32523	8478_0:0040fd
184953at32523	8478_0:0004ce
185160at32523	8478_0:0006b7
185182at32523	8478_0:000bfb
185285at32523	8478_0:004109
185394at32523	8478_0:00043b
185435at32523	8478_0:000a28
185471at32523	8478_0:0041ab
185680at32523	8478_0:00107e
185747at32523	8478_0:00356a
185755at32523	8478_0:000589
185805at32523	8478_0:0029b8
185958at32523	8478_0:0017fc
185964at32523	8478_0:002420
185971at32523	8478_0:00158c
185973at32523	8478_0:002d24
185973at32523	8478_0:003128
185981at32523	8478_0:0006be
185999at32523	8478_0:0050d0
186192at32523	8478_0:004d66
186204at32523	8478_0:001edc
186255at32523	8478_0:0014ef
186301at32523	8478_0:000786
186318at32523	8478_0:004a08
186362at32523	8478_0:000f06
186510at32523	8478_0:000011
186629at32523	8478_0:005162
186648at32523	8478_0:005128
186688at32523	8478_0:004c82
186718at32523	8478_0:0015b3
186760at32523	8478_0:000c1e
187173at32523	8478_0:000278
187227at32523	8478_0:0045d6
187335at32523	8478_0:000d1a
187353at32523	8478_0:000d95
187408at32523	8478_0:0014ad
187568at32523	8478_0:001064
187585at32523	8478_0:00484c
187615at32523	8478_0:005112
187646at32523	8478_0:0000cd
187650at32523	8478_0:004ce3
187736at32523	8478_0:0045c7
18779at32523	8478_0:000894
187811at32523	8478_0:004c1a
187814at32523	8478_0:0009e2
187823at32523	8478_0:0015f1
187973at32523	8478_0:001609
188029at32523	8478_0:0031b0
188076at32523	8478_0:004bc5
188112at32523	8478_0:001a72
188128at32523	8478_0:004ab3
188147at32523	8478_0:002eec
188174at32523	8478_0:0000e6
188183at32523	8478_0:000faa
188202at32523	8478_0:00425b
188379at32523	8478_0:00054d
188390at32523	8478_0:0026d7
188549at32523	8478_0:0040d2
188561at32523	8478_0:001719
188643at32523	8478_0:001442
188683at32523	8478_0:0018b7
188688at32523	8478_0:0048b5
188702at32523	8478_0:0002ff
188778at32523	8478_0:0019b1
188951at32523	8478_0:0000bc
188969at32523	8478_0:0017da
188970at32523	8478_0:004eec
189075at32523	8478_0:002f89
189115at32523	8478_0:002331
189139at32523	8478_0:001ce4
189151at32523	8478_0:00060f
189181at32523	8478_0:004f38
189184at32523	8478_0:002550
189196at32523	8478_0:000017
189246at32523	8478_0:0022d4
189257at32523	8478_0:001518
189262at32523	8478_0:004c41
189269at32523	8478_0:005199
189285at32523	8478_0:00471a
189290at32523	8478_0:001e03
189349at32523	8478_0:001278
189423at32523	8478_0:004fa1
189424at32523	8478_0:0001ce
189458at32523	8478_0:00201b
189464at32523	8478_0:000118
189488at32523	8478_0:004cd6
189500at32523	8478_0:00217f
189558at32523	8478_0:002510
189742at32523	8478_0:004836
189789at32523	8478_0:004c33
189799at32523	8478_0:001c75
190007at32523	8478_0:002e3d
190009at32523	8478_0:001121
190036at32523	8478_0:004155
190153at32523	8478_0:00330e
190361at32523	8478_0:002baf
190386at32523	8478_0:004a3b
190391at32523	8478_0:004a77
190582at32523	8478_0:005123
190696at32523	8478_0:00083a
190849at32523	8478_0:000206
190874at32523	8478_0:000832
190935at32523	8478_0:003a0f
190977at32523	8478_0:002215
191037at32523	8478_0:0050b6
191124at32523	8478_0:0028ec
191205at32523	8478_0:000730
191227at32523	8478_0:0009aa
191359at32523	8478_0:0010d0
191397at32523	8478_0:0050a6
191407at32523	8478_0:000e6e
191457at32523	8478_0:0001d4
19148at32523	8478_0:001bb3
191525at32523	8478_0:001eee
191613at32523	8478_0:000f01
191700at32523	8478_0:001316
191758at32523	8478_0:0007c5
191790at32523	8478_0:001b06
191792at32523	8478_0:003037
191805at32523	8478_0:0050cf
191823at32523	8478_0:00108b
191941at32523	8478_0:002a2d
191969at32523	8478_0:000d6b
192125at32523	8478_0:000236
192137at32523	8478_0:0000b8
192192at32523	8478_0:002a66
192203at32523	8478_0:002cb1
192208at32523	8478_0:001c32
192428at32523	8478_0:004fe2
192529at32523	8478_0:000dd3
192537at32523	8478_0:00160b
192545at32523	8478_0:000424
192560at32523	8478_0:000fdd
192580at32523	8478_0:00387a
192653at32523	8478_0:002e75
192769at32523	8478_0:002738
192803at32523	8478_0:002b9c
192923at32523	8478_0:004be7
192944at32523	8478_0:001549
193016at32523	8478_0:000c08
19303at32523	8478_0:0027d6
193041at32523	8478_0:004d02
193064at32523	8478_0:001ab2
193093at32523	8478_0:00183d
193107at32523	8478_0:0012c8
193243at32523	8478_0:000418
193254at32523	8478_0:0005da
19325at32523	8478_0:001780
193295at32523	8478_0:0005bf
193297at32523	8478_0:0028b1
193365at32523	8478_0:004d8e
193457at32523	8478_0:004f1f
193519at32523	8478_0:001621
193528at32523	8478_0:0020ab
193560at32523	8478_0:0004b3
193572at32523	8478_0:00388d
193611at32523	8478_0:001ba0
193623at32523	8478_0:0019b5
193635at32523	8478_0:001e20
193659at32523	8478_0:0028c8
193695at32523	8478_0:00031d
193851at32523	8478_0:00143b
193873at32523	8478_0:002b83
193924at32523	8478_0:000246
193988at32523	8478_0:000976
194006at32523	8478_0:004a62
194066at32523	8478_0:00174c
194200at32523	8478_0:0003a1
194240at32523	8478_0:0023c6
19432at32523	8478_0:001dc0
194421at32523	8478_0:003c48
