100073at32523	8469_0:000944
146555at32523	8469_0:001d4c
146602at32523	8469_0:003df0
146603at32523	8469_0:001180
146641at32523	8469_0:003ecf
146717at32523	8469_0:003df2
146781at32523	8469_0:004420
146829at32523	8469_0:001b1d
146830at32523	8469_0:00267d
146870at32523	8469_0:000e06
146998at32523	8469_0:000d06
14701at32523	8469_0:0019cf
147055at32523	8469_0:001f90
147120at32523	8469_0:001df9
147202at32523	8469_0:0033c1
147223at32523	8469_0:0035d5
147237at32523	8469_0:001c34
147311at32523	8469_0:003ca0
147313at32523	8469_0:0039d4
147363at32523	8469_0:001484
147403at32523	8469_0:003317
147430at32523	8469_0:002618
147451at32523	8469_0:003078
147626at32523	8469_0:003baf
147630at32523	8469_0:000d75
147634at32523	8469_0:0012b8
14765at32523	8469_0:00214e
147846at32523	8469_0:003480
147880at32523	8469_0:003b39
147892at32523	8469_0:000ffc
147995at32523	8469_0:002a20
148049at32523	8469_0:003ff5
148089at32523	8469_0:0005bf
148267at32523	8469_0:0008e1
148288at32523	8469_0:001632
148370at32523	8469_0:002b96
14845at32523	8469_0:00283d
148538at32523	8469_0:00315b
148625at32523	8469_0:002525
148689at32523	8469_0:0012a7
148718at32523	8469_0:002b40
148851at32523	8469_0:001ed6
148878at32523	8469_0:000fd0
148904at32523	8469_0:0026ec
149009at32523	8469_0:000222
149048at32523	8469_0:00306c
149114at32523	8469_0:001bd1
149120at32523	8469_0:001e96
149214at32523	8469_0:001fb3
14923at32523	8469_0:004431
149281at32523	8469_0:002985
149295at32523	8469_0:000239
149303at32523	8469_0:0006ee
149367at32523	8469_0:0029b8
149417at32523	8469_0:0016bb
149487at32523	8469_0:00286f
149491at32523	8469_0:0010ab
149510at32523	8469_0:0014e4
149524at32523	8469_0:002e7a
149535at32523	8469_0:001805
149548at32523	8469_0:001e63
14956at32523	8469_0:0039db
149597at32523	8469_0:00079e
149605at32523	8469_0:003da8
149610at32523	8469_0:0014f3
149711at32523	8469_0:002c2e
149713at32523	8469_0:001063
149751at32523	8469_0:001dc6
149790at32523	8469_0:0042cc
14979at32523	8469_0:0025fa
149835at32523	8469_0:002228
149850at32523	8469_0:0000f4
149868at32523	8469_0:003cad
149898at32523	8469_0:002c5a
149929at32523	8469_0:000cda
149967at32523	8469_0:003211
15001at32523	8469_0:0026a4
150076at32523	8469_0:000e38
150095at32523	8469_0:0000b7
150104at32523	8469_0:001688
150141at32523	8469_0:00336f
150210at32523	8469_0:001fb4
150366at32523	8469_0:001330
150373at32523	8469_0:002e75
15039at32523	8469_0:000c05
150509at32523	8469_0:002668
150509at32523	8469_0:003357
150577at32523	8469_0:004270
150642at32523	8469_0:000d62
150698at32523	8469_0:003dd8
150824at32523	8469_0:0000e6
150824at32523	8469_0:000bf9
150956at32523	8469_0:000bce
151007at32523	8469_0:0041f1
151083at32523	8469_0:0012e6
151181at32523	8469_0:001af8
15121at32523	8469_0:003d9c
151255at32523	8469_0:000bbf
151289at32523	8469_0:002ce0
151420at32523	8469_0:001cf2
151454at32523	8469_0:00358e
151455at32523	8469_0:000d5c
15162at32523	8469_0:003e20
151644at32523	8469_0:0031a9
151668at32523	8469_0:001271
151813at32523	8469_0:0030db
151890at32523	8469_0:0039ed
151903at32523	8469_0:0013f7
151917at32523	8469_0:00117f
151965at32523	8469_0:003a5b
152021at32523	8469_0:0042bc
152074at32523	8469_0:003091
152116at32523	8469_0:0011a7
152156at32523	8469_0:00080d
152211at32523	8469_0:004460
152308at32523	8469_0:00116c
152310at32523	8469_0:002fdb
152358at32523	8469_0:001761
152363at32523	8469_0:0017a5
152395at32523	8469_0:00282b
152420at32523	8469_0:004229
152435at32523	8469_0:003916
152479at32523	8469_0:001583
152561at32523	8469_0:002d51
152640at32523	8469_0:00138d
15265at32523	8469_0:0038a5
152668at32523	8469_0:003186
152670at32523	8469_0:0018b5
15274at32523	8469_0:0032c4
152751at32523	8469_0:0005e3
152780at32523	8469_0:0038d1
1528at32523	8469_0:00286b
152953at32523	8469_0:0030cb
152969at32523	8469_0:001859
152992at32523	8469_0:001707
153158at32523	8469_0:000d8c
153206at32523	8469_0:000f46
153217at32523	8469_0:00441b
153223at32523	8469_0:00227a
153249at32523	8469_0:000553
153255at32523	8469_0:00287e
153277at32523	8469_0:002235
153562at32523	8469_0:000fe5
153576at32523	8469_0:004282
153761at32523	8469_0:0028a2
153897at32523	8469_0:002804
153910at32523	8469_0:0009bc
15391at32523	8469_0:000044
154035at32523	8469_0:0008b4
154069at32523	8469_0:003520
154096at32523	8469_0:0020fd
154136at32523	8469_0:0029db
154151at32523	8469_0:002c5d
154282at32523	8469_0:000271
154284at32523	8469_0:003519
154309at32523	8469_0:004495
154328at32523	8469_0:000753
154353at32523	8469_0:001ba1
154512at32523	8469_0:000124
154523at32523	8469_0:0015b3
154532at32523	8469_0:00165a
15464at32523	8469_0:002d1f
154682at32523	8469_0:003a38
15476at32523	8469_0:00060d
154801at32523	8469_0:002cc9
154803at32523	8469_0:0004fa
154840at32523	8469_0:0020b9
154904at32523	8469_0:00142f
154908at32523	8469_0:001020
154924at32523	8469_0:0001f2
154924at32523	8469_0:003b74
154925at32523	8469_0:003985
155031at32523	8469_0:000a17
155052at32523	8469_0:0030e5
155159at32523	8469_0:003dc3
155164at32523	8469_0:0029c2
155180at32523	8469_0:0034d0
155190at32523	8469_0:001e46
15520at32523	8469_0:0004eb
155262at32523	8469_0:002ae3
155297at32523	8469_0:0004e0
155481at32523	8469_0:002be8
155486at32523	8469_0:002a32
15549at32523	8469_0:003347
155642at32523	8469_0:0022aa
155761at32523	8469_0:003dcb
155765at32523	8469_0:002247
155782at32523	8469_0:003497
155886at32523	8469_0:0004a0
155889at32523	8469_0:003f34
155954at32523	8469_0:002761
155984at32523	8469_0:002428
155997at32523	8469_0:0029be
156036at32523	8469_0:003f97
156110at32523	8469_0:001e93
156218at32523	8469_0:00261a
156218at32523	8469_0:002620
156299at32523	8469_0:00385d
156345at32523	8469_0:001606
156394at32523	8469_0:0028ee
156433at32523	8469_0:000de5
156453at32523	8469_0:0004bb
156520at32523	8469_0:001459
156527at32523	8469_0:001154
156603at32523	8469_0:0038c0
156612at32523	8469_0:00404e
156644at32523	8469_0:003884
156676at32523	8469_0:00379a
156677at32523	8469_0:0021fd
156691at32523	8469_0:000d6e
156698at32523	8469_0:0028c6
156795at32523	8469_0:001824
156797at32523	8469_0:0016fe
156816at32523	8469_0:000d47
156907at32523	8469_0:001cba
15690at32523	8469_0:001f27
156913at32523	8469_0:0015ec
156936at32523	8469_0:00185f
157045at32523	8469_0:00165c
157101at32523	8469_0:001ae8
157149at32523	8469_0:000012
157171at32523	8469_0:000490
157184at32523	8469_0:0042cd
157369at32523	8469_0:000d3b
157511at32523	8469_0:001cd0
157522at32523	8469_0:001aec
157532at32523	8469_0:00196c
157569at32523	8469_0:003cab
157574at32523	8469_0:0006f3
157582at32523	8469_0:00419a
157610at32523	8469_0:0025bf
157630at32523	8469_0:000e22
157714at32523	8469_0:003603
157717at32523	8469_0:002043
157748at32523	8469_0:0002bd
157804at32523	8469_0:004434
157816at32523	8469_0:0024e4
157817at32523	8469_0:0037b0
157968at32523	8469_0:0000d0
158013at32523	8469_0:00314e
158052at32523	8469_0:003136
158106at32523	8469_0:002fe9
158115at32523	8469_0:0018bd
158268at32523	8469_0:0044df
15838at32523	8469_0:001fa8
158403at32523	8469_0:002402
158404at32523	8469_0:002617
158430at32523	8469_0:003e23
158451at32523	8469_0:000a6d
158470at32523	8469_0:00023e
158487at32523	8469_0:001763
158492at32523	8469_0:003103
158493at32523	8469_0:00393e
158657at32523	8469_0:003fdd
158697at32523	8469_0:000e58
158701at32523	8469_0:002ba8
158721at32523	8469_0:002321
158753at32523	8469_0:0031cd
158792at32523	8469_0:003741
158811at32523	8469_0:0008e0
15890at32523	8469_0:0015a9
15890at32523	8469_0:003785
158955at32523	8469_0:0042ca
159065at32523	8469_0:001d67
15909at32523	8469_0:003e9b
159137at32523	8469_0:001697
159144at32523	8469_0:002797
159160at32523	8469_0:003218
159191at32523	8469_0:001586
159224at32523	8469_0:0008b7
159308at32523	8469_0:0039e3
159353at32523	8469_0:002f15
159382at32523	8469_0:0030f6
159490at32523	8469_0:000fd7
159524at32523	8469_0:00136d
159536at32523	8469_0:0025b3
15955at32523	8469_0:002df2
159599at32523	8469_0:004064
159696at32523	8469_0:0014ce
159704at32523	8469_0:0032c8
159723at32523	8469_0:001f8b
159730at32523	8469_0:002dc2
159778at32523	8469_0:002822
159796at32523	8469_0:000b8a
159884at32523	8469_0:000069
159905at32523	8469_0:0006e8
159991at32523	8469_0:000676
160103at32523	8469_0:0009d1
160110at32523	8469_0:003032
160152at32523	8469_0:000cfa
160155at32523	8469_0:0021b2
160164at32523	8469_0:0009fa
160202at32523	8469_0:0027bc
160219at32523	8469_0:0033d9
160232at32523	8469_0:001dce
16025at32523	8469_0:002889
160273at32523	8469_0:002645
160316at32523	8469_0:0012b9
160374at32523	8469_0:003397
160404at32523	8469_0:0024ed
160490at32523	8469_0:00168f
160510at32523	8469_0:0019a8
160529at32523	8469_0:0039be
160659at32523	8469_0:002264
160677at32523	8469_0:001ccf
160758at32523	8469_0:0031f0
16076at32523	8469_0:000fad
160911at32523	8469_0:003a13
160923at32523	8469_0:00094c
160941at32523	8469_0:00001f
160946at32523	8469_0:001897
160962at32523	8469_0:001c75
161015at32523	8469_0:000cc6
161080at32523	8469_0:003dd6
161090at32523	8469_0:002079
161102at32523	8469_0:0029f6
161123at32523	8469_0:003e6f
161244at32523	8469_0:0031b5
161263at32523	8469_0:002b55
161343at32523	8469_0:0015ce
161449at32523	8469_0:00003a
161507at32523	8469_0:002fb7
161532at32523	8469_0:004142
161600at32523	8469_0:0042d3
161653at32523	8469_0:0041d5
161674at32523	8469_0:0044f0
161728at32523	8469_0:00394b
16175at32523	8469_0:001b74
161938at32523	8469_0:0038df
161967at32523	8469_0:001b40
162030at32523	8469_0:000ec8
162034at32523	8469_0:004176
162119at32523	8469_0:001c43
162144at32523	8469_0:000919
162293at32523	8469_0:00186e
162333at32523	8469_0:002d02
162338at32523	8469_0:0017bb
162427at32523	8469_0:002496
162438at32523	8469_0:000380
162442at32523	8469_0:0029d3
162454at32523	8469_0:0028b8
162481at32523	8469_0:0018e1
162482at32523	8469_0:00094e
162668at32523	8469_0:0033f6
162671at32523	8469_0:000e35
162748at32523	8469_0:002aaa
162912at32523	8469_0:0012be
162915at32523	8469_0:0032cf
162932at32523	8469_0:0021bb
162967at32523	8469_0:00236f
163158at32523	8469_0:001866
163188at32523	8469_0:000e56
163200at32523	8469_0:001e81
163207at32523	8469_0:003983
163226at32523	8469_0:00325f
163231at32523	8469_0:000f90
163249at32523	8469_0:0015b6
163409at32523	8469_0:002ab7
163540at32523	8469_0:0039d0
163646at32523	8469_0:0000fc
163694at32523	8469_0:002a56
163709at32523	8469_0:0034a7
163714at32523	8469_0:001c6a
163916at32523	8469_0:003087
163930at32523	8469_0:000b51
163950at32523	8469_0:002b15
163952at32523	8469_0:0021af
163963at32523	8469_0:002c3e
164205at32523	8469_0:0037ca
164362at32523	8469_0:0011d9
164369at32523	8469_0:002081
164435at32523	8469_0:001e2b
164437at32523	8469_0:00057c
164469at32523	8469_0:0000f2
164471at32523	8469_0:0009d6
164484at32523	8469_0:003df3
164580at32523	8469_0:003b21
164604at32523	8469_0:001818
164694at32523	8469_0:000970
16472at32523	8469_0:001137
164748at32523	8469_0:001064
164767at32523	8469_0:00189b
164801at32523	8469_0:00113c
164856at32523	8469_0:003530
16495at32523	8469_0:000c51
165017at32523	8469_0:000aba
165047at32523	8469_0:0017bf
165049at32523	8469_0:00148a
16505at32523	8469_0:00316b
165208at32523	8469_0:001c5b
165225at32523	8469_0:002177
165240at32523	8469_0:0007ae
165260at32523	8469_0:003679
165319at32523	8469_0:00453d
165320at32523	8469_0:001caf
165326at32523	8469_0:000455
165328at32523	8469_0:001d6e
165454at32523	8469_0:001023
165494at32523	8469_0:0001a8
165500at32523	8469_0:004085
165502at32523	8469_0:003121
165526at32523	8469_0:0021cb
165606at32523	8469_0:0000cd
165745at32523	8469_0:004168
165748at32523	8469_0:000f7e
165786at32523	8469_0:00361b
165838at32523	8469_0:0031af
165981at32523	8469_0:0001db
166016at32523	8469_0:00144b
166024at32523	8469_0:002589
166027at32523	8469_0:0027f0
16602at32523	8469_0:004264
166132at32523	8469_0:000a00
166186at32523	8469_0:0011d8
166317at32523	8469_0:002355
166322at32523	8469_0:002d01
166353at32523	8469_0:003588
166443at32523	8469_0:004526
166537at32523	8469_0:00264e
166546at32523	8469_0:000a6b
166597at32523	8469_0:001133
166620at32523	8469_0:002bd1
166660at32523	8469_0:00047c
166773at32523	8469_0:001917
166773at32523	8469_0:00452a
166812at32523	8469_0:00174f
16690at32523	8469_0:000209
16690at32523	8469_0:003dff
166999at32523	8469_0:002f72
167005at32523	8469_0:001b6d
16701at32523	8469_0:001847
167036at32523	8469_0:002bd8
167094at32523	8469_0:002bc8
167107at32523	8469_0:0023e2
16711at32523	8469_0:0034f3
167127at32523	8469_0:00067e
167160at32523	8469_0:001e59
167179at32523	8469_0:001be8
167184at32523	8469_0:0030e4
167195at32523	8469_0:0006ca
167195at32523	8469_0:002790
167295at32523	8469_0:0025bb
167373at32523	8469_0:0018e3
167394at32523	8469_0:0034a3
167400at32523	8469_0:0044d5
167417at32523	8469_0:000678
167418at32523	8469_0:000b2f
167437at32523	8469_0:00179b
167447at32523	8469_0:0010ae
167459at32523	8469_0:003a25
167540at32523	8469_0:0034c9
167562at32523	8469_0:004074
167576at32523	8469_0:000cad
167608at32523	8469_0:000833
167608at32523	8469_0:001939
167610at32523	8469_0:004219
167629at32523	8469_0:001403
167639at32523	8469_0:0022f5
167645at32523	8469_0:001c22
167656at32523	8469_0:0041da
167660at32523	8469_0:00257d
167664at32523	8469_0:00198c
167754at32523	8469_0:000bc1
167886at32523	8469_0:002e9e
167904at32523	8469_0:001bac
167960at32523	8469_0:000c0e
168043at32523	8469_0:003044
168114at32523	8469_0:0038d2
168128at32523	8469_0:00212a
168146at32523	8469_0:003aec
168147at32523	8469_0:002716
168150at32523	8469_0:003e1e
168278at32523	8469_0:000efd
168302at32523	8469_0:001f04
168322at32523	8469_0:002ced
168412at32523	8469_0:0009f8
168413at32523	8469_0:0012ef
168420at32523	8469_0:00125d
168421at32523	8469_0:002ae4
168446at32523	8469_0:000c10
168450at32523	8469_0:001f23
168457at32523	8469_0:0027d7
168477at32523	8469_0:003d12
168522at32523	8469_0:00108d
168608at32523	8469_0:00381e
168634at32523	8469_0:002e96
168809at32523	8469_0:002df4
168840at32523	8469_0:0006a9
168903at32523	8469_0:001ad6
168932at32523	8469_0:00434b
168953at32523	8469_0:00074f
169032at32523	8469_0:000391
16928at32523	8469_0:000842
16931at32523	8469_0:000ccf
169330at32523	8469_0:0025de
169346at32523	8469_0:002da2
169366at32523	8469_0:001188
169435at32523	8469_0:00103e
169495at32523	8469_0:00420f
169507at32523	8469_0:0032cb
169526at32523	8469_0:002f9b
169647at32523	8469_0:004290
1696at32523	8469_0:003c0c
169719at32523	8469_0:002814
16978at32523	8469_0:001b88
169850at32523	8469_0:001ebb
169930at32523	8469_0:001caa
170019at32523	8469_0:0032e9
170076at32523	8469_0:002a22
170079at32523	8469_0:003ee6
170080at32523	8469_0:00072d
170095at32523	8469_0:00324f
17009at32523	8469_0:000af6
170201at32523	8469_0:001c52
170246at32523	8469_0:0015ed
170296at32523	8469_0:001b47
170322at32523	8469_0:001521
170380at32523	8469_0:003365
170550at32523	8469_0:001540
17056at32523	8469_0:000583
170646at32523	8469_0:00443c
170680at32523	8469_0:002e64
170748at32523	8469_0:003695
170856at32523	8469_0:0030cc
170858at32523	8469_0:002684
171060at32523	8469_0:0001fa
171087at32523	8469_0:003d99
171096at32523	8469_0:0036ae
171134at32523	8469_0:000cf3
171155at32523	8469_0:000d9e
171298at32523	8469_0:002366
171311at32523	8469_0:002bb2
171347at32523	8469_0:003193
171348at32523	8469_0:0038d7
171423at32523	8469_0:00326f
171423at32523	8469_0:00327a
171475at32523	8469_0:000cca
171521at32523	8469_0:001c0b
171587at32523	8469_0:002ae8
171612at32523	8469_0:002c31
171639at32523	8469_0:0006a4
171646at32523	8469_0:0001ba
171656at32523	8469_0:002f41
17185at32523	8469_0:00422f
172011at32523	8469_0:0016be
172011at32523	8469_0:001b22
172050at32523	8469_0:002c42
17218at32523	8469_0:0029ab
172222at32523	8469_0:0039fa
172234at32523	8469_0:0021b4
172287at32523	8469_0:003017
172434at32523	8469_0:00453a
17252at32523	8469_0:001679
172569at32523	8469_0:0042c4
172613at32523	8469_0:00271a
172636at32523	8469_0:00061f
172637at32523	8469_0:002665
172732at32523	8469_0:000c81
172821at32523	8469_0:001b45
172839at32523	8469_0:0032a7
172934at32523	8469_0:000d40
172939at32523	8469_0:0005ad
173014at32523	8469_0:00265b
173021at32523	8469_0:002918
173082at32523	8469_0:001aa5
173099at32523	8469_0:000691
173105at32523	8469_0:0016e9
173139at32523	8469_0:003743
173181at32523	8469_0:00200a
173270at32523	8469_0:0028f2
173329at32523	8469_0:003a4f
173550at32523	8469_0:001d2a
173575at32523	8469_0:00129d
173582at32523	8469_0:0038c6
173591at32523	8469_0:001f7a
173598at32523	8469_0:0009ac
17363at32523	8469_0:001de5
173655at32523	8469_0:000bb0
173656at32523	8469_0:004436
173705at32523	8469_0:00378e
173747at32523	8469_0:00185e
173797at32523	8469_0:003a3d
173815at32523	8469_0:00229f
173832at32523	8469_0:001455
173903at32523	8469_0:001d23
173918at32523	8469_0:000303
174022at32523	8469_0:001ee5
174027at32523	8469_0:001d59
17403at32523	8469_0:002430
174211at32523	8469_0:000f41
174347at32523	8469_0:0028e7
174365at32523	8469_0:003c8d
174403at32523	8469_0:001b62
174474at32523	8469_0:000e7a
174518at32523	8469_0:000dad
174588at32523	8469_0:0041cd
174589at32523	8469_0:001495
174611at32523	8469_0:002503
174621at32523	8469_0:004421
174624at32523	8469_0:002a5e
174649at32523	8469_0:002b38
174675at32523	8469_0:002dd6
174771at32523	8469_0:000379
174781at32523	8469_0:002018
174853at32523	8469_0:000050
174890at32523	8469_0:0026b3
174944at32523	8469_0:003d0e
174949at32523	8469_0:0012de
174959at32523	8469_0:002240
175073at32523	8469_0:0013e2
175113at32523	8469_0:001253
17511at32523	8469_0:003fad
175128at32523	8469_0:004132
175337at32523	8469_0:0043c8
175395at32523	8469_0:0004ea
175462at32523	8469_0:0038ea
175476at32523	8469_0:001065
175503at32523	8469_0:000fec
175561at32523	8469_0:001bb4
175562at32523	8469_0:002cd4
175597at32523	8469_0:001c5a
175609at32523	8469_0:0029a9
175626at32523	8469_0:002644
175663at32523	8469_0:004129
175768at32523	8469_0:002dd2
175843at32523	8469_0:003ab4
175870at32523	8469_0:00316d
175883at32523	8469_0:003263
175897at32523	8469_0:00183b
17600at32523	8469_0:003a72
176061at32523	8469_0:001bd4
176101at32523	8469_0:00083f
176110at32523	8469_0:0008a2
176224at32523	8469_0:0030b9
176378at32523	8469_0:001c00
176403at32523	8469_0:000e3e
176408at32523	8469_0:002602
176412at32523	8469_0:0002a3
176420at32523	8469_0:003ba9
176586at32523	8469_0:000269
176589at32523	8469_0:00206c
176592at32523	8469_0:000c19
17660at32523	8469_0:000a72
176713at32523	8469_0:0008c9
176734at32523	8469_0:0027ac
176765at32523	8469_0:0011ab
176864at32523	8469_0:00409b
176970at32523	8469_0:0028e9
177065at32523	8469_0:0005d6
177088at32523	8469_0:003c8e
177102at32523	8469_0:004127
17731at32523	8469_0:000a73
177343at32523	8469_0:000eed
17735at32523	8469_0:001c6e
177431at32523	8469_0:00184c
177525at32523	8469_0:0022e2
177538at32523	8469_0:000c16
177564at32523	8469_0:002354
177588at32523	8469_0:000c34
17780at32523	8469_0:00167d
177848at32523	8469_0:001f0a
177855at32523	8469_0:003f32
177858at32523	8469_0:002eea
177906at32523	8469_0:001faf
177909at32523	8469_0:004082
177930at32523	8469_0:0010b8
177934at32523	8469_0:000359
177974at32523	8469_0:002a47
17799at32523	8469_0:00150a
178072at32523	8469_0:000c94
17816at32523	8469_0:001567
178257at32523	8469_0:003280
178294at32523	8469_0:00360c
178320at32523	8469_0:00246a
178353at32523	8469_0:0018ad
178374at32523	8469_0:003522
178473at32523	8469_0:003b23
178490at32523	8469_0:000293
178523at32523	8469_0:001f0b
178611at32523	8469_0:000606
178688at32523	8469_0:003875
178726at32523	8469_0:00170b
178745at32523	8469_0:003f20
178746at32523	8469_0:00178d
178785at32523	8469_0:001b25
178841at32523	8469_0:0010e6
178859at32523	8469_0:002468
178941at32523	8469_0:002370
17894at32523	8469_0:002f7d
178984at32523	8469_0:00205a
179123at32523	8469_0:0027f8
179130at32523	8469_0:0033ec
179178at32523	8469_0:003f8e
179185at32523	8469_0:002d00
179213at32523	8469_0:0006bd
179224at32523	8469_0:002d82
179256at32523	8469_0:00193f
179279at32523	8469_0:002afd
179457at32523	8469_0:0009db
179598at32523	8469_0:00095f
179598at32523	8469_0:00096a
179601at32523	8469_0:0000dc
17963at32523	8469_0:0024e1
179678at32523	8469_0:001442
179750at32523	8469_0:001a84
179820at32523	8469_0:0015a4
179841at32523	8469_0:001717
179871at32523	8469_0:000dd5
179971at32523	8469_0:002f58
180133at32523	8469_0:001812
180229at32523	8469_0:0011b6
180271at32523	8469_0:00188d
180304at32523	8469_0:002556
180354at32523	8469_0:001c84
180359at32523	8469_0:003fab
180371at32523	8469_0:000db3
18041at32523	8469_0:001d3a
18042at32523	8469_0:000b0d
180491at32523	8469_0:0034f4
180493at32523	8469_0:002ca8
180533at32523	8469_0:00132c
180550at32523	8469_0:003717
180579at32523	8469_0:00361e
180769at32523	8469_0:0022d6
180794at32523	8469_0:0029c1
180829at32523	8469_0:004424
18091at32523	8469_0:0031c3
181088at32523	8469_0:00025f
181104at32523	8469_0:0021c4
181110at32523	8469_0:003dbb
181153at32523	8469_0:0010fe
18116at32523	8469_0:0012a3
181245at32523	8469_0:00303e
18124at32523	8469_0:00194b
181336at32523	8469_0:000535
181361at32523	8469_0:0028bb
181423at32523	8469_0:000eaf
181454at32523	8469_0:0037a5
181546at32523	8469_0:00019a
181620at32523	8469_0:000288
181679at32523	8469_0:0027c9
181736at32523	8469_0:002ec8
181765at32523	8469_0:000643
181827at32523	8469_0:00283f
181890at32523	8469_0:001735
181904at32523	8469_0:0034ca
181908at32523	8469_0:003b56
181929at32523	8469_0:0016b2
181994at32523	8469_0:000019
182033at32523	8469_0:002a46
182087at32523	8469_0:002e1d
18213at32523	8469_0:001adf
182186at32523	8469_0:002868
182203at32523	8469_0:00262c
182210at32523	8469_0:0028da
182273at32523	8469_0:000a79
182302at32523	8469_0:001eb3
182304at32523	8469_0:002e5f
182378at32523	8469_0:002411
182485at32523	8469_0:00066e
182497at32523	8469_0:002701
182531at32523	8469_0:002b11
182549at32523	8469_0:002e4e
182590at32523	8469_0:000cf6
182600at32523	8469_0:002519
182643at32523	8469_0:000684
182677at32523	8469_0:0044db
182710at32523	8469_0:001911
182907at32523	8469_0:001ab7
183201at32523	8469_0:000158
183205at32523	8469_0:0044ec
183328at32523	8469_0:0012fb
183382at32523	8469_0:002ee2
183479at32523	8469_0:003984
183577at32523	8469_0:00122f
183602at32523	8469_0:002213
183646at32523	8469_0:002662
18367at32523	8469_0:003961
183694at32523	8469_0:000518
183714at32523	8469_0:000632
18382at32523	8469_0:00005e
183844at32523	8469_0:000948
183844at32523	8469_0:00349d
18391at32523	8469_0:000c42
183985at32523	8469_0:0032d0
184059at32523	8469_0:0008b8
184119at32523	8469_0:002149
184192at32523	8469_0:00362b
184266at32523	8469_0:00348a
184307at32523	8469_0:0031c2
184336at32523	8469_0:0020b7
184337at32523	8469_0:002159
184350at32523	8469_0:001b0c
18447at32523	8469_0:001464
184549at32523	8469_0:002810
184559at32523	8469_0:002b1a
184664at32523	8469_0:000a1a
184791at32523	8469_0:0018eb
184812at32523	8469_0:000da9
184832at32523	8469_0:001112
184858at32523	8469_0:000c3d
184874at32523	8469_0:000732
184879at32523	8469_0:000df7
184953at32523	8469_0:001910
185160at32523	8469_0:0034cb
185182at32523	8469_0:0033e7
185285at32523	8469_0:000dd1
185394at32523	8469_0:003aed
185435at32523	8469_0:00415e
185471at32523	8469_0:0029d7
185487at32523	8469_0:001d24
1855at32523	8469_0:0037fc
185680at32523	8469_0:0022a5
185747at32523	8469_0:0010e9
185755at32523	8469_0:0034be
185805at32523	8469_0:002aa7
185958at32523	8469_0:003266
185964at32523	8469_0:001673
185971at32523	8469_0:000e80
185973at32523	8469_0:003621
185981at32523	8469_0:002b5e
185999at32523	8469_0:00037a
186192at32523	8469_0:00317e
186204at32523	8469_0:00382d
186255at32523	8469_0:001cc1
186301at32523	8469_0:000d02
186318at32523	8469_0:0013d8
186362at32523	8469_0:001961
186510at32523	8469_0:001df2
186629at32523	8469_0:002cc1
186648at32523	8469_0:001b00
186688at32523	8469_0:001b60
186718at32523	8469_0:002627
186760at32523	8469_0:003400
187173at32523	8469_0:002e8d
187227at32523	8469_0:001224
187335at32523	8469_0:0028e0
187353at32523	8469_0:0008c4
187408at32523	8469_0:000139
187568at32523	8469_0:000681
187585at32523	8469_0:002827
187615at32523	8469_0:0021b7
187646at32523	8469_0:001c4b
187650at32523	8469_0:002189
18779at32523	8469_0:002c7b
187811at32523	8469_0:002ed8
187814at32523	8469_0:001d7d
187823at32523	8469_0:003fd8
187973at32523	8469_0:003871
188029at32523	8469_0:000ce9
188076at32523	8469_0:000d37
188112at32523	8469_0:000056
188128at32523	8469_0:0008b0
188147at32523	8469_0:001248
188174at32523	8469_0:00166a
188183at32523	8469_0:0034e1
188202at32523	8469_0:0011e3
188379at32523	8469_0:001a9c
188390at32523	8469_0:002cdb
188549at32523	8469_0:000dd6
188561at32523	8469_0:0019f9
188643at32523	8469_0:001f19
188683at32523	8469_0:0016a4
188688at32523	8469_0:001f3c
188702at32523	8469_0:00308f
188778at32523	8469_0:002263
188951at32523	8469_0:002093
188969at32523	8469_0:003ddf
188970at32523	8469_0:000a1f
189075at32523	8469_0:001c96
189115at32523	8469_0:0005fb
189139at32523	8469_0:000871
189151at32523	8469_0:002b70
189181at32523	8469_0:0010bb
189184at32523	8469_0:002d4e
189196at32523	8469_0:001c4e
189244at32523	8469_0:000ad1
189246at32523	8469_0:000e53
189257at32523	8469_0:001486
189262at32523	8469_0:0021d3
189269at32523	8469_0:0009fd
189285at32523	8469_0:000782
189290at32523	8469_0:003692
189349at32523	8469_0:000887
189423at32523	8469_0:00248d
189424at32523	8469_0:00385f
189458at32523	8469_0:003dca
189464at32523	8469_0:001102
189488at32523	8469_0:002abf
189500at32523	8469_0:00234f
189558at32523	8469_0:001301
189742at32523	8469_0:003199
189789at32523	8469_0:0021da
189799at32523	8469_0:000e6d
190007at32523	8469_0:002e7f
190009at32523	8469_0:0016e8
190036at32523	8469_0:0018a9
190153at32523	8469_0:004059
190361at32523	8469_0:000062
190386at32523	8469_0:0013dc
190391at32523	8469_0:0013da
190529at32523	8469_0:002e1f
190582at32523	8469_0:000024
190582at32523	8469_0:00425c
190696at32523	8469_0:002633
190849at32523	8469_0:0003e9
190874at32523	8469_0:0031e7
190935at32523	8469_0:001193
190977at32523	8469_0:004265
191037at32523	8469_0:00037c
191124at32523	8469_0:002d34
191205at32523	8469_0:000903
191227at32523	8469_0:00378d
191322at32523	8469_0:001f2e
191322at32523	8469_0:001f39
191359at32523	8469_0:000f3b
191397at32523	8469_0:000388
191407at32523	8469_0:001dd7
191457at32523	8469_0:003a9b
19148at32523	8469_0:002f4b
191525at32523	8469_0:00125e
191613at32523	8469_0:001dd4
191700at32523	8469_0:0011cf
191758at32523	8469_0:000197
