gene_name	KO	thrshld	score	E-value KO definition
8478_0:00164c	K00240	159.1	312.6	1.3e-93 succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
8478_0:00164d	K23480	203.63	575.1	1.2e-172 zinc finger protein 362/384
8478_0:00164e	K20069	51.63	421.6	1.1e-126 adaptin ear-binding coat-associated protein 1/2
8478_0:00164f	K07909	289.4	409.2	1.3e-122 Ras-related protein Rab-17
8478_0:001652	K26434	67.73	590.5	2.2e-177 leucine-rich repeat flightless-interacting protein
8478_0:001654	K06255	1653.3	3531.5	0 basement membrane-specific heparan sulfate proteoglycan core protein
8478_0:001655	K10500	437.8	1537.7	0 zinc finger and BTB domain-containing protein 17
8478_0:001655	K09228	360.37	455.3	2.6e-136 KRAB domain-containing zinc finger protein
8478_0:001657	K10512	318.77	1796.6	0 zinc finger and BTB domain-containing protein 40
8478_0:001658	K23357	64.77	152.7	4.5e-45 small vasohibin-binding protein
8478_0:001659	K08134	945.9	1321.7	0 procollagen-proline 3-dioxygenase 1 [EC:1.14.11.7]
8478_0:00165a	K25406	166.2	313.9	5.1e-94 microfibrillar-associated protein 2
8478_0:00165b	K09276	353.6	529.4	6.6e-159 Y-box-binding protein 1
8478_0:00165c	K05269	62.6	130.8	4.5e-38 prolactin-releasing peptide
8478_0:00165d	K06087	63.4	112	1.6e-32 claudin
8478_0:00165e	K10317	177.27	944.4	1.8e-284 F-box protein 42
8478_0:00165f	K11885	63.03	704.1	7e-212 DNA damage-inducible protein 1
8478_0:001660	K15117	302.1	525.2	7.5e-158 solute carrier family 25, member 34/35
8478_0:001662	K11858	415.2	1814.3	0 ubiquitin carboxyl-terminal hydrolase 48 [EC:3.4.19.12]
8478_0:001663	K10687	178.73	421.5	6.1e-127 ubiquitin-conjugating enzyme E2 F [EC:2.3.2.34]
8478_0:001664	K05103	1427.27	1895.2	0 Eph receptor A2 [EC:2.7.10.1]
8478_0:001665	K09546	104.13	153.3	7.1e-45 heat shock protein beta-7
8478_0:001666	K01415	1019.93	1238	0 endothelin-converting enzyme [EC:3.4.24.71]
8478_0:001666	K07386	667.3	667.3	2.7e-200 putative endopeptidase [EC:3.4.24.-]
8478_0:001668	K09567	298.33	355.2	8.4e-107 peptidyl-prolyl isomerase H (cyclophilin H) [EC:5.2.1.8]
8478_0:001669	K01922	143.9	468.5	2.8e-140 phosphopantothenate---cysteine ligase (ATP) [EC:6.3.2.51]
8478_0:00166a	K03987	289.67	423.3	2.4e-127 complement C1q subcomponent subunit B
8478_0:00166a	K03988	308.5	310	1.6e-92 complement C1q subcomponent subunit C
8478_0:00166c	K08508	326.87	413.9	1.7e-124 synaptosomal-associated protein 23
8478_0:00166e	K06057	108.93	777.1	9.8e-234 numb
8478_0:00166f	K20826	97.53	804.2	1.7e-241 RNA polymerase II-associated protein 1
8478_0:001670	K07866	369.3	458.4	7.7e-138 Ras homolog gene family, member V
8478_0:001671	K00253	486.3	838.5	1e-252 isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
8478_0:001672	K12822	99.77	677.1	2.8e-203 RNA-binding protein 25
8478_0:001673	K01068	555.43	636.2	3.1e-191 acyl-coenzyme A thioesterase 1/2/4 [EC:3.1.2.2]
8478_0:001674	K16342	185.33	915.2	1.8e-275 cytosolic phospholipase A2 [EC:3.1.1.4]
8478_0:001675	K26582	681.3	1188.3	0 mitotic deacetylase-associated SANT domain protein
8478_0:001676	K22198	669.97	818.2	1e-246 zinc finger protein neuro-d4/cer-d4
8478_0:001677	K26166	122.67	588.1	1.1e-176 nucleolar and spindle-associated protein 1
8478_0:001678	K16342	185.33	921.1	3e-277 cytosolic phospholipase A2 [EC:3.1.1.4]
8478_0:001679	K00911	192.93	688	9.3e-207 1D-myo-inositol-triphosphate 3-kinase [EC:2.7.1.127]
8478_0:00167a	K15178	98.23	891.6	3.6e-268 RNA polymerase-associated protein RTF1
8478_0:00167b	K16914	430.57	888.8	2.2e-267 protein-L-histidine (3S)-3-hydroxylase / [histone H3]-trimethyl-L-lysine4/36 demethylase [EC:1.14.11.79 1.14.11.67 1.14.11.69]
8478_0:00167d	K11665	1319.23	2146.1	0 chromatin-remodeling ATPase INO80 [EC:5.6.2.-]
8478_0:00167e	K10411	150.23	395	1.1e-118 dynein axonemal light chain 1
8478_0:00167f	K24813	178.1	1294.9	0 HEAT repeat-containing protein 4
8478_0:001680	K02976	47.2	248.9	3e-74 small subunit ribosomal protein S26e
8478_0:001681	K11799	90.27	735.6	2.2e-221 DDB1- and CUL4-associated factor 4
8478_0:001682	K04314	397.23	544.2	1.2e-163 prolactin releasing hormone receptor
8478_0:001683	K17343	440.33	541.4	6.9e-163 peripherin-2
8478_0:001684	K06115	3255.43	3914.3	0 spectrin beta, non-erythrocytic 1/4/5
8478_0:001685	K27410	59.73	245.7	3.1e-73 coiled-coil domain-containing protein 32
8478_0:001686	K26097	124.1	354.7	2.9e-106 small kinetochore-associated protein
8478_0:001687	K00072	202	393.2	4.6e-118 sepiapterin reductase [EC:1.1.1.153]
8478_0:001688	K10626	2119.23	2122.4	0 E3 ubiquitin-protein ligase UBR2 [EC:2.3.2.27]
8478_0:001688	K10625	1600.2	2033.7	0 E3 ubiquitin-protein ligase UBR1 [EC:2.3.2.27]
8478_0:001689	K21763	1501	1835.4	0 mitogen-activated protein kinase binding protein 1
8478_0:00168a	K13949	437.43	793.4	1.2e-238 prostaglandin reductase 2 [EC:1.3.1.48]
8478_0:00168b	K08573	1053.73	1397.2	0 calpain-3 [EC:3.4.22.54]
8478_0:00168c	K04522	756.17	759.5	7.8e-229 presenilin 2 [EC:3.4.23.-]
8478_0:00168c	K04505	321.57	607.1	8.5e-183 presenilin 1 [EC:3.4.23.-]
8478_0:00168d	K17557	142.27	181.4	1.6e-53 protein phosphatase 1 regulatory subunit 14D
8478_0:00168f	K16449	156.43	348.2	5.4e-104 regulator of G-protein signaling
8478_0:001690	K16491	1890.87	5027.4	0 StAR-related lipid transfer protein 9
8478_0:001691	K16342	185.33	869.4	1.3e-261 cytosolic phospholipase A2 [EC:3.1.1.4]
8478_0:001692	K16585	77.33	347.2	4.7e-104 HAUS augmin-like complex subunit 2
8478_0:001693	K11542	154.87	2135	0 protein CASC5
8478_0:001694	K07232	79.63	313.9	5.9e-94 glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]
8478_0:001695	K23624	617.67	1068.2	0 papilin
8478_0:001696	K00573	82.5	329.7	1.5e-98 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
8478_0:001697	K06051	622.7	1005.8	8.8e-303 delta
8478_0:001698	K17610	282.83	406	2.9e-122 calcineurin B homologous protein 1
8478_0:001699	K23399	610.6	2482.3	0 MAX gene-associated protein
8478_0:00169c	K11565	119.73	288.5	3.8e-86 opa-interacting protein 5
8478_0:00169d	K16342	185.33	926.7	6e-279 cytosolic phospholipase A2 [EC:3.1.1.4]
8478_0:00169e	K05735	847.07	1108.3	0 p21-activated kinase 6 [EC:2.7.11.1]
8478_0:00169f	K08105	339.03	611.4	5e-184 dermatan 4-sulfotransferase 1 [EC:2.8.2.35]
8478_0:0016a0	K28463	56.47	808.7	1.8e-243 transmembrane protein 151
8478_0:0016a1	K19531	273.23	1629	0 codanin-1
8478_0:0016a3	K05116	1051.47	1601.1	0 TYRO3 protein tyrosine kinase 3 [EC:2.7.10.1]
8478_0:0016a5	K05119	1221.73	1770.5	0 anaplastic lymphoma kinase [EC:2.7.10.1]
8478_0:0016a6	K06637	592.7	1600.5	0 mitotic checkpoint serine/threonine-protein kinase BUB1 beta [EC:2.7.11.1]
8478_0:0016a7	K20183	664.97	1430.8	0 Vam6/Vps39-like protein vacuolar protein sorting-associated protein 39
8478_0:0016aa	K19219	162.13	584.5	9.8e-176 peptidyl-lysine (3S)-dioxygenase / protease [EC:1.14.11.63 3.4.-.-]
8478_0:0016ab	K24691	300.37	1876.2	0 zinc finger protein 106
8478_0:0016ac	K18159	76.07	318.6	2.1e-95 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 1
8478_0:0016ad	K20181	259.5	1267.9	0 vacuolar protein sorting-associated protein 18
8478_0:0016ae	K08815	369.97	1169.1	0 tau tubulin kinase [EC:2.7.11.26]
8478_0:0016af	K18740	100.6	425.2	2.3e-127 exonuclease 3'-5' domain-containing protein 1
8478_0:0016b0	K24778	79.67	552.6	3.5e-166 abscission/NoCut checkpoint regulator
8478_0:0016b2	K17603	336.83	1295.6	0 zinc finger FYVE domain-containing protein 1
8478_0:0016b3	K24681	1860.27	2431.7	0 protein dispatched 2
8478_0:0016b4	K23293	75.07	770.6	7.1e-232 regulator of microtubule dynamics protein 3
8478_0:0016b5	K28026	206.17	867.1	7.2e-261 transmembrane protein 87
8478_0:0016b6	K05858	666.43	1690.2	0 phosphatidylinositol phospholipase C, beta [EC:3.1.4.11]
8478_0:0016b7	K04482	523.7	736.8	8.1e-222 DNA repair protein RAD51
8478_0:0016b8	K09537	106.1	473.3	3.2e-142 DnaJ homolog subfamily C member 17
8478_0:0016b9	K01068	555.43	738.6	3e-222 acyl-coenzyme A thioesterase 1/2/4 [EC:3.1.2.2]
8478_0:0016ba	K17460	91.97	226.5	1.9e-67 Bcl-2-modifying factor
8478_0:0016bb	K16342	185.33	910.3	5.6e-274 cytosolic phospholipase A2 [EC:3.1.1.4]
8478_0:0016bc	K16342	185.33	684.6	9.8e-206 cytosolic phospholipase A2 [EC:3.1.1.4]
8478_0:0016bd	K16342	185.33	920.5	4.6e-277 cytosolic phospholipase A2 [EC:3.1.1.4]
8478_0:0016be	K16342	185.33	907.5	4e-273 cytosolic phospholipase A2 [EC:3.1.1.4]
8478_0:0016bf	K15619	267.57	831.9	3.1e-250 Kunitz-type protease inhibitor 1
8478_0:0016c0	K12317	1371.77	1662.3	0 neutral alpha-glucosidase C [EC:3.2.1.20]
8478_0:0016c0	K05546	1346.9	1358.9	0 mannosyl-oligosaccharide alpha-1,3-glucosidase [EC:3.2.1.207]
8478_0:0016c4	K12477	999.37	1097.6	0 EH domain-containing protein 4
8478_0:0016c4	K12483	724.13	1036	0 EH domain-containing protein 1
8478_0:0016c4	K12469	956.07	960.1	2.8e-289 EH domain-containing protein 2
8478_0:0016c5	K20826	97.53	344.8	8.6e-103 RNA polymerase II-associated protein 1
8478_0:0016c6	K03644	174.37	664.3	1.9e-199 lipoyl synthase [EC:2.8.1.8]
8478_0:0016c8	K22404	1365.47	1822.4	0 beta-klotho
8478_0:0016cb	K25083	781.9	1101.5	0 RNA-binding protein 47
8478_0:0016cc	K26541	185.47	353.6	9.6e-106 RELT-like protein
8478_0:0016cd	K07873	314.27	370.6	7e-112 Ras homolog gene family, member H
8478_0:0016ce	K18341	1575.3	1970	0 TBC1 domain family member 1
8478_0:0016cf	K10442	725.23	1179.4	0 kelch-like protein 1/4/5
8478_0:0016d0	K00012	388.97	751.8	6.5e-226 UDPglucose 6-dehydrogenase [EC:1.1.1.22]
8478_0:0016d1	K04649	211.47	403	4.1e-121 ubiquitin-conjugating enzyme (huntingtin interacting protein 2) [EC:2.3.2.23]
8478_0:0016d3	K18440	1658.57	2467.3	0 Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2
8478_0:0016d6	K19671	908.83	2807.1	0 WD repeat-containing protein 19
8478_0:0016d7	K15720	510.1	1747.7	0 NEDD4-binding protein 2 [EC:3.-.-.-]
8478_0:0016d9	K04810	779.97	869.5	5.2e-262 nicotinic acetylcholine receptor alpha-9
8478_0:0016d9	K04811	773.8	779.5	9.4e-235 nicotinic acetylcholine receptor alpha-10
8478_0:0016da	K24734	402.13	1591.2	0 NACHT domain- and WD repeat-containing protein
8478_0:0016dc	K02940	214.83	424	1e-127 large subunit ribosomal protein L9e
8478_0:0016de	K15779	982.3	1120.9	0 phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7]
8478_0:0016df	K11267	200.13	1828.4	0 sister chromatid cohesion protein PDS5
8478_0:0016e0	K15605	336.1	546.9	3e-164 krueppel-like factor 3
8478_0:0016e1	K10754	355.43	1293	0 replication factor C subunit 1
8478_0:0016e3	K10283	245.3	995.8	4.1e-300 F-box and leucine-rich repeat protein 17
8478_0:0016e4	K28429	130.87	366	1.1e-109 StAR-related lipid transfer protein 4/5/6
8478_0:0016e5	K23962	532.23	1020.9	0 band 4.1-like protein 4A
8478_0:0016e6	K03454	205.93	686.1	1.5e-206 solute carrier family 25, member 46
8478_0:0016e7	K12613	216.63	563.8	4.4e-169 mRNA-decapping enzyme subunit 2 [EC:3.6.1.62]
8478_0:0016eb	K05869	435.07	735	1.5e-221 calcium/calmodulin-dependent protein kinase IV [EC:2.7.11.17]
8478_0:0016ec	K17279	133.07	327.9	4.8e-98 receptor expression-enhancing protein 5/6
8478_0:0016ed	K20099	1103.23	2201	0 ATP-dependent RNA helicase YTHDC2 [EC:5.6.2.6]
8478_0:0016ee	K14554	207.53	1388.1	0 U3 small nucleolar RNA-associated protein 21
8478_0:0016ef	K02085	452.97	2397.8	0 adenomatosis polyposis coli protein
8478_0:0016f0	K10634	693.4	1257.9	0 E3 ubiquitin-protein ligase Praja2 [EC:2.3.2.27]
8478_0:0016f1	K08889	1074.2	1322.4	0 tyrosine-protein kinase Fer [EC:2.7.10.2]
8478_0:0016f2	K04943	1156.17	1515.9	0 potassium intermediate/small conductance calcium-activated channel subfamily N member 2
8478_0:0016f3	K03105	21.3	257.1	9.9e-77 signal recognition particle subunit SRP19
8478_0:0016f5	K26734	435.93	1696.3	0 colorectal mutant cancer protein
8478_0:0016f7	K05462	143.5	326	1.5e-97 ephrin-A
8478_0:0016f8	K05256	97.6	119.4	1.7e-34 corticotropin-releasing hormone
8478_0:0016f9	K09525	161.67	400.4	4.1e-120 DnaJ homolog subfamily C member 5
8478_0:0016fa	K25165	1331.37	3793.8	0 3'-5' exoribonuclease HELZ2 [EC:3.1.13.1 5.6.2.6]
8478_0:0016fc	K05143	282.2	435.2	2e-130 tumor necrosis factor receptor superfamily member 6B
8478_0:0016fd	K06237	526.33	1488.2	0 collagen type IV alpha
8478_0:0016fe	K09312	145.33	372.9	2.3e-111 homeobox protein CDX1/4
8478_0:0016ff	K06551	206.47	528.6	1e-158 signal-regulatory protein alpha/beta1/gamma
8478_0:001700	K11842	519.03	844.4	1.9e-254 ubiquitin carboxyl-terminal hydrolase 12/46 [EC:3.4.19.12]
8478_0:001701	K05662	929.27	1197.2	0 ATP-binding cassette, subfamily B (MDR/TAP), member 7
8478_0:001703	K17686	809.47	1389.2	0 P-type Cu+ transporter [EC:7.2.2.8]
8478_0:001704	K10692	405.27	953	6e-287 ligand of Numb protein X 1/2 [EC:2.3.2.27]
8478_0:001705	K25862	1059.63	2403.7	0 neurite extension and migration factor
8478_0:001706	K05733	786.23	830.9	5.5e-250 p21-activated kinase 3 [EC:2.7.11.1]
8478_0:001708	K24611	131.37	496.2	3.6e-149 AMME syndrome candidate gene 1 protein
8478_0:001709	K06237	526.33	1602.9	0 collagen type IV alpha
8478_0:00170a	K23893	61.53	177.4	2.3e-52 LHFPL tetraspan subfamily member protein
8478_0:00170b	K07187	1098.07	1462.7	0 insulin receptor substrate 2
8478_0:00170c	K07432	120.07	212.7	6.8e-63 beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]
8478_0:00170d	K14285	63.8	294.5	4.2e-88 NTF2-related export protein 1/2
8478_0:00170e	K24520	519.93	876.9	7.3e-264 chordin-like protein 1
8478_0:00170f	K11136	767	1755.5	0 regulator of telomere elongation helicase 1 [EC:5.6.2.3]
8478_0:001710	K06083	515.9	667.9	6.8e-201 WAS protein family, member 3
8478_0:001711	K23780	518.97	1042.3	0 GRB2-associated-binding protein 3
8478_0:001712	K00927	98.87	681.2	7.1e-205 phosphoglycerate kinase [EC:2.7.2.3]
8478_0:001714	K16271	677.5	1110.1	0 E3 ubiquitin-protein ligase RLIM [EC:2.3.2.27]
8478_0:001715	K04315	571.27	624.9	4.2e-188 G protein-coupled receptor 12
8478_0:001716	K04358	176.83	260.5	1.4e-77 fibroblast growth factor
8478_0:001717	K07952	192.83	432.1	8.7e-130 ADP-ribosylation factor related protein 1
8478_0:001718	K08575	1051.2	1193	0 calpain-6 [EC:3.4.22.-]
8478_0:001718	K08574	895.23	1160.3	0 calpain-5 [EC:3.4.22.-]
8478_0:001719	K20028	241.3	548.3	9.5e-165 palmitoyltransferase ZDHHC2/15/20 [EC:2.3.1.225]
8478_0:00171a	K10517	424.07	913.6	4.7e-275 zinc finger and BTB domain-containing protein 46
8478_0:00171d	K24505	149.7	814.7	5.9e-245 glucocorticoid modulatory element-binding protein
8478_0:00171e	K26158	257.97	359.1	7e-108 stathmin 2/3/4
8478_0:00171f	K25825	653.47	757.2	3e-228 abhydrolase domain-containing protein 16B [EC:3.-.-.-]
8478_0:00171f	K25824	677.27	679.5	4.8e-204 abhydrolase domain-containing protein 16A [EC:3.1.1.23 3.1.-.-]
8478_0:001720	K16819	1047.7	1501.6	0 angiomotin
8478_0:001720	K06104	463.47	858.4	5.3e-258 angiomotin like
8478_0:001721	K08231	702.03	895.3	6.4e-270 MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 2
8478_0:001722	K11727	2059.33	2118.3	0 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 1 [EC:5.6.2.-]
8478_0:001722	K11654	806.4	1743.9	0 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:5.6.2.-]
8478_0:001724	K07432	120.07	426.8	8.8e-128 beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]
8478_0:001725	K02271	92.97	152.4	3.2e-45 cytochrome c oxidase subunit 7b
8478_0:001727	K07925	317.2	463.7	1.5e-139 Ras-related protein Rab-39B
8478_0:001729	K10654	625	654.3	8.4e-197 tripartite motif-containing protein 55
8478_0:00172a	K04968	1362.43	1469.6	0 transient receptor potential cation channel subfamily C member 5
8478_0:00172a	K04967	1271.43	1291.4	0 transient receptor potential cation channel subfamily C member 4
8478_0:00172b	K07852	342.03	386	6.9e-116 Ras-like protein family member 11A
8478_0:00172c	K28184	378.93	429.7	3.3e-129 cysteine-rich hydrophobic domain-containing protein 1
8478_0:00172d	K26522	106.2	312.3	4.4e-93 Lck-interacting transmembrane adapter 1
8478_0:00172e	K10779	964.23	2437.6	0 transcriptional regulator ATRX
8478_0:00172f	K14405	76.77	510.6	4e-153 pre-mRNA 3'-end-processing factor FIP1
8478_0:001730	K01897	435.57	585.6	1e-175 long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]
8478_0:001732	K19478	205.37	674.8	2.7e-203 dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit MAGT1/TUSC3
8478_0:001733	K17598	266.33	770.6	8.9e-232 synaptotagmin-like protein
8478_0:001734	K06694	193.77	354.3	4.9e-106 26S proteasome non-ATPase regulatory subunit 10
8478_0:001735	K09312	145.33	376.3	2.2e-112 homeobox protein CDX1/4
8478_0:001736	K20044	688.77	970.2	1.1e-291 phosphatidylinositol-binding clathrin assembly protein
8478_0:001737	K08342	77.7	507.7	1.5e-152 cysteine protease ATG4 [EC:3.4.22.-]
8478_0:001738	K16579	670.4	798.8	1.1e-240 neuronal migration protein doublecortin
8478_0:00173b	K04895	95.33	165.7	5.2e-49 potassium voltage-gated channel Isk-related subfamily E member 1-like
8478_0:00173c	K12563	442.3	531	9.8e-160 delta-sarcoglycan
8478_0:00173d	K12581	70.5	504.4	1.2e-151 CCR4-NOT transcription complex subunit 7/8
8478_0:00173e	K25592	62.2	120.9	3.8e-35 U7 snRNA-associated Sm-like protein LSm11
8478_0:00173f	K22282	214.43	619.1	1.7e-186 fatty acid hydroxylase domain-containing protein 2
8478_0:001740	K02890	84.5	202.8	3.9e-60 large subunit ribosomal protein L22
8478_0:001741	K10761	94.07	524.3	1e-157 tRNA(His) guanylyltransferase [EC:2.7.7.79]
8478_0:001742	K23603	87.5	121.5	2.7e-35 serine protease inhibitor Kazal-type 6/7/9
8478_0:001743	K22733	49.97	508.5	1.1e-152 magnesium transporter
8478_0:001745	K00710	93.6	827.2	1.1e-248 polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41]
8478_0:001746	K00710	93.6	695.7	6.2e-209 polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41]
8478_0:001747	K07363	1000.47	1211.9	0 IL2-inducible T-cell kinase [EC:2.7.10.2]
8478_0:001748	K05197	1440.33	1586.4	0 glutamate receptor 1
8478_0:00174a	K07157	130.03	130.9	3.8e-38 uncharacterized protein
8478_0:00174b	K25407	537.33	649	8.2e-196 microfibrillar-associated protein 3
8478_0:00174c	K10294	255.6	645.3	2.1e-194 F-box protein 8
8478_0:00174e	K18486	216.3	260.3	1.3e-77 heart-and neural crest derivatives-expressed protein 2
8478_0:00174f	K11295	383	428	9.2e-129 high mobility group protein B2
8478_0:001750	K18757	110.33	772.4	3.1e-232 la-related protein 1
8478_0:001751	K09271	174.27	919.8	7.7e-277 transcription factor SOX15/30
8478_0:001752	K23603	87.5	104.3	5e-30 serine protease inhibitor Kazal-type 6/7/9
8478_0:001753	K05749	405.73	2684.3	0 cytoplasmic FMR1 interacting protein
8478_0:001754	K25735	107.7	202.8	2.4e-60 scrapie-responsive protein 1
8478_0:001755	K23603	87.5	108.1	3.3e-31 serine protease inhibitor Kazal-type 6/7/9
8478_0:001756	K19202	28.53	357.4	2.3e-107 histone deacetylase complex subunit SAP30
8478_0:001757	K00710	93.6	810.8	9.7e-244 polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41]
8478_0:001758	K26936	312.07	402.3	2.4e-120 T-cell immunoglobulin and mucin domain-containing protein 4
8478_0:001758	K20413	233.13	324	7e-97 hepatitis A virus cellular receptor 1
8478_0:001759	K17618	170.7	576.5	2.1e-173 ubiquitin-like domain-containing CTD phosphatase 1 [EC:3.1.3.16]
8478_0:00175a	K08608	1157.67	1394.1	0 disintegrin and metalloproteinase domain-containing protein 19 [EC:3.4.24.-]
8478_0:00175b	K15148	40.7	367.9	3.7e-110 mediator of RNA polymerase II transcription subunit 7
8478_0:00175c	K23420	112	148	1.7e-43 serine protease inhibitor Kazal-type 5
8478_0:00175d	K24721	310.47	813.9	8e-245 clathrin interactor 1
8478_0:00175e	K23603	87.5	129.9	7.3e-38 serine protease inhibitor Kazal-type 6/7/9
8478_0:00175f	K13133	268.63	1848.6	0 gem associated protein 5
8478_0:001760	K23615	217.37	487.6	3.1e-146 ovoinhibitor
8478_0:001761	K23789	432.13	1354.3	0 E3 ubiquitin-protein ligase RNF145 [EC:2.3.2.27]
8478_0:001762	K09103	134.2	1306	0 early B-cell factor
8478_0:001763	K19202	28.53	357.4	2.3e-107 histone deacetylase complex subunit SAP30
8478_0:001764	K09071	285.67	353.3	5.2e-106 heart-and neural crest derivatives-expressed protein 1
8478_0:001765	K01507	18.67	310	1.3e-92 inorganic pyrophosphatase [EC:3.6.1.1]
8478_0:001766	K15191	229.4	302.7	2.8e-90 La-related protein 7
8478_0:001767	K13149	80.63	407.5	4e-122 integrator complex subunit 12
8478_0:001768	K02165	79.03	352.2	2.3e-105 dickkopf 1/2/4
8478_0:001769	K23826	159.6	334	5.3e-100 TRAF-interacting protein with FHA domain-containing protein A
8478_0:00176a	K06824	566.17	1107.9	0 nephronectin
8478_0:00176b	K04492	552.93	840.1	5.2e-253 lymphoid enhancer-binding factor 1
8478_0:00176d	K15437	339.57	489.5	9.8e-147 aminoacyl tRNA synthase complex-interacting multifunctional protein 1
8478_0:00176e	K22829	491.13	648.3	5.3e-195 calcium uniporter regulatory subunit MCUb, mitochondrial
8478_0:00176e	K20858	63.87	280.7	9.8e-84 calcium uniporter protein, mitochondrial
8478_0:001770	K26501	107.43	323.3	1.3e-96 oligosaccharyltransferase complex subunit OSTC
8478_0:001771	K08868	104.83	491.7	4.2e-147 alpha-kinase
8478_0:001772	K23994	164.57	846.5	1.7e-254 solute carrier family 9B (sodium/hydrogen exchanger), member 1/2
8478_0:001773	K01333	375.93	835.3	2.8e-251 complement factor I [EC:3.4.21.45]
8478_0:001775	K01047	19.33	40	1.9e-10 secretory phospholipase A2 [EC:3.1.1.4]
8478_0:001776	K24356	363.4	1216.1	0 collagen type XXV alpha
8478_0:001777	K28417	50.2	542.4	2.6e-163 AP-1 complex-associated regulatory protein
8478_0:001778	K19756	103.57	921.1	2.2e-277 radial spoke head protein 4/6
8478_0:001779	K18202	879.87	889.1	9.2e-268 5-phosphonooxy-L-lysine phospho-lyase [EC:4.2.3.134]
8478_0:001779	K14286	781.1	855.5	7.8e-258 ethanolamine-phosphate phospho-lyase [EC:4.2.3.2]
8478_0:00177a	K11128	61.67	288.5	2.7e-86 H/ACA ribonucleoprotein complex subunit 1
8478_0:00177b	K04686	504.27	631.3	6.3e-190 paired-like homeodomain transcription factor 2
8478_0:00177c	K13811	396.27	1245.9	0 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]
8478_0:00177d	K04253	364.6	592.2	3.7e-178 visual pigment-like receptor peropsin
8478_0:00177e	K11141	1183.73	1401.4	0 glutamyl aminopeptidase [EC:3.4.11.7]
8478_0:00177f	K04224	557.27	648.1	6.2e-195 tachykinin receptor 3
8478_0:001780	K04357	526.27	1877.5	0 epidermal growth factor
8478_0:001782	K25939	434.37	575.3	7.8e-173 4-oxoproline reductase [EC:1.1.1.104]
8478_0:001782	K18335	377.17	383.2	2.6e-115 2-dehydro-3-deoxy-L-fuconate 4-dehydrogenase [EC:1.1.1.434]
8478_0:001783	K14007	194.53	1394.6	0 protein transport protein SEC24
8478_0:001784	K06689	293.4	400.3	5e-120 ubiquitin-conjugating enzyme E2 D [EC:2.3.2.23]
8478_0:001785	K24309	1143.93	1147.9	0 methylcytosine dioxygenase TET2/3 [EC:1.14.11.80]
8478_0:001786	K04396	362.07	566.3	1.7e-170 caspase 6 [EC:3.4.22.59]
8478_0:001787	K01192	373.07	1065.8	0 beta-mannosidase [EC:3.2.1.25]
8478_0:001788	K20711	792.93	1409.5	0 Rho guanine nucleotide exchange factor 38
8478_0:001789	K11498	542.97	861.9	5.6e-259 centromeric protein E
8478_0:00178a	K17544	171.47	1485.1	0 TBC domain-containing protein kinase-like protein
8478_0:00178b	K04714	393.33	635.5	4.1e-191 sphingomyelin synthase / ceramide phosphoethanolamine synthase / phosphatidylethanolamine phospholipase C [EC:2.7.8.27 2.7.8.48 3.1.4.62]
8478_0:00178c	K02915	25.93	252.7	1.3e-75 large subunit ribosomal protein L34e
8478_0:00178d	K23882	166.9	291.2	4.3e-87 CDGSH iron-sulfur domain-containing protein 2
8478_0:00178e	K00022	367.7	627.1	8.1e-189 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
8478_0:00178e	K00074	391.13	398.4	2.5e-119 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
8478_0:001790	K07422	661.33	803.8	4.7e-242 long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]
8478_0:001791	K24491	276.27	809.6	1.7e-243 leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein
8478_0:001792	K09082	220.53	327.8	4e-98 neurogenin 2
8478_0:001793	K10203	362.33	504.6	1.1e-151 elongation of very long chain fatty acids protein 6 [EC:2.3.1.199]
8478_0:001794	K27262	322.9	1349.8	0 biorientation of chromosomes in cell division protein 1-like 1
8478_0:001795	K04354	133.43	987.7	1.5e-297 serine/threonine-protein phosphatase 2A regulatory subunit B
8478_0:001796	K24736	361.6	1125.7	0 WD repeat-containing protein 1 (actin-interacting protein 1)
8478_0:001797	K26676	308.9	425.5	2.6e-128 neuronal vesicle trafficking-associated protein 1
