gene_name	KO	thrshld	score	E-value KO definition
8469_0:000ab5	K11456	417.37	715.5	1e-214 polyhomeotic-like protein 1
8469_0:000ab6	K19511	718.17	859.2	1.2e-258 peroxidase [EC:1.11.1.7]
8469_0:000ab7	K09228	360.37	651.3	1.4e-195 KRAB domain-containing zinc finger protein
8469_0:000ab9	K17352	390.97	417.2	3.4e-125 tetraspanin-11
8469_0:000aba	K23296	105.43	815	1.6e-245 KICSTOR complex protein ITFG2
8469_0:000abb	K08967	52.17	259.3	3.5e-77 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]
8469_0:000abc	K09403	208.93	530.1	6.4e-159 forkhead box protein J2/3
8469_0:000abd	K11439	776.63	925.4	4.9e-279 type I protein arginine methyltransferase [EC:2.1.1.319]
8469_0:000abd	K11434	543.6	737.3	2.1e-221 type I protein arginine methyltransferase [EC:2.1.1.319]
8469_0:000abe	K09571	218.07	798.2	4.4e-240 FK506-binding protein 4/5 [EC:5.2.1.8]
8469_0:000abe	K01802	52.67	104.8	3.3e-30 peptidylprolyl isomerase [EC:5.2.1.8]
8469_0:000abf	K04358	176.83	204	2.1e-60 fibroblast growth factor
8469_0:000ac0	K23193	843.67	2150.8	0 myelin transcription factor 1-like protein
8469_0:000ac6	K19926	339.67	573.6	3.2e-172 zona pellucida sperm-binding protein 1
8469_0:000ac8	K04257	107.23	284.9	7e-85 olfactory receptor
8469_0:000acb	K24181	4769.5	5305.6	0 lipopolysaccharide-responsive and beige-like anchor protein
8469_0:000acc	K08805	759.57	1344.1	0 doublecortin-like kinase 1/2 [EC:2.7.11.1]
8469_0:000acd	K13736	1196.03	1549.9	0 Rho GTPase-activating protein 10
8469_0:000ace	K19737	316.63	1171	0 type II protein arginine methyltransferase [EC:2.1.1.320]
8469_0:000acf	K23714	201.23	553.7	7.8e-166 SH3 domain-containing protein 19
8469_0:000ad0	K24937	134.5	794.6	3.1e-239 tetratricopeptide repeat protein 29
8469_0:000ad1	K04197	645.13	771.4	1.7e-232 endothelin receptor type A
8469_0:000ad2	K14360	95.23	103.8	4.8e-30 organic solute transporter subunit alpha
8469_0:000ad3	K02984	74.67	583.8	6.1e-176 small subunit ribosomal protein S3Ae
8469_0:000ad4	K23092	216.13	454.4	1.7e-136 mab-21 family protein
8469_0:000ad5	K08555	751.77	1763.1	0 mineralocorticoid receptor
8469_0:000ad6	K09366	277.37	578.9	5.5e-174 POU domain transcription factor, class 4
8469_0:000ad7	K12625	96.97	185.9	1.9e-55 U6 snRNA-associated Sm-like protein LSm6
8469_0:000ad8	K14347	115.23	533	3.8e-160 solute carrier family 10 (sodium/bile acid cotransporter), member 7
8469_0:000ada	K27104	998.33	2603.6	0 zinc finger protein 827
8469_0:000adb	K06712	262.2	612.8	3.6e-184 butyrophilin
8469_0:000adc	K06553	118.1	219.5	3.9e-65 pre-B lymphocyte gene
8469_0:000add	K06553	118.1	211.4	1.2e-62 pre-B lymphocyte gene
8469_0:000ade	K09228	360.37	431	5.9e-129 KRAB domain-containing zinc finger protein
8469_0:000ade	K09191	325.1	382.8	2.2e-114 general transcription factor IIIA
8469_0:000adf	K16498	733.2	1504.6	0 protocadherin delta 1
8469_0:000ae1	K06545	584.5	721.5	1.1e-216 CD163 antigen
8469_0:000ae2	K06751	217.57	341.4	4.8e-102 MHC class I antigen
8469_0:000ae3	K25750	56.13	306.3	2.4e-91 telomere repeats-binding bouquet formation protein 2
8469_0:000ae5	K10625	1600.2	2016.1	0 E3 ubiquitin-protein ligase UBR1 [EC:2.3.2.27]
8469_0:000ae6	K24930	106.2	210.8	2.2e-62 tetratricopeptide repeat protein 9
8469_0:000ae8	K12822	99.77	668	1.6e-200 RNA-binding protein 25
8469_0:000ae9	K20057	126.5	274.7	4.5e-82 synaptojanin-2-binding protein
8469_0:000aea	K16342	185.33	909.4	1e-273 cytosolic phospholipase A2 [EC:3.1.1.4]
8469_0:000aeb	K26582	681.3	1187.9	0 mitotic deacetylase-associated SANT domain protein
8469_0:000aec	K15619	267.57	842.5	1.8e-253 Kunitz-type protease inhibitor 1
8469_0:000aed	K24813	178.1	1302.7	0 HEAT repeat-containing protein 4
8469_0:000aee	K17557	142.27	178.2	1.5e-52 protein phosphatase 1 regulatory subunit 14D
8469_0:000aef	K01068	555.43	592.4	5.5e-178 acyl-coenzyme A thioesterase 1/2/4 [EC:3.1.2.2]
8469_0:000af1	K16491	1890.87	4993.7	0 StAR-related lipid transfer protein 9
8469_0:000af2	K17701	1902.97	2250.6	0 signal-induced proliferation-associated 1 like protein 1
8469_0:000af3	K13949	437.43	785.7	2.5e-236 prostaglandin reductase 2 [EC:1.3.1.48]
8469_0:000af5	K17343	440.33	541.6	6e-163 peripherin-2
8469_0:000af6	K11665	1319.23	2141.4	0 chromatin-remodeling ATPase INO80 [EC:5.6.2.-]
8469_0:000af7	K16449	156.43	346.6	1.7e-103 regulator of G-protein signaling
8469_0:000af8	K19531	273.23	1614.4	0 codanin-1
8469_0:000af9	K15178	98.23	891.6	3.5e-268 RNA polymerase-associated protein RTF1
8469_0:000afa	K20183	664.97	1232.7	0 Vam6/Vps39-like protein vacuolar protein sorting-associated protein 39
8469_0:000afb	K09537	106.1	475.3	7.9e-143 DnaJ homolog subfamily C member 17
8469_0:000afc	K26166	122.67	607.6	1.3e-182 nucleolar and spindle-associated protein 1
8469_0:000afd	K01068	555.43	732.4	2.2e-220 acyl-coenzyme A thioesterase 1/2/4 [EC:3.1.2.2]
8469_0:000aff	K22763	101.43	308	4.6e-92 deubiquitinase DESI2 [EC:3.4.19.12]
8469_0:000b00	K05116	1051.47	1597.5	0 TYRO3 protein tyrosine kinase 3 [EC:2.7.10.1]
8469_0:000b01	K15128	61.47	434.8	1.8e-130 mediator of RNA polymerase II transcription subunit 6
8469_0:000b03	K00911	192.93	680.1	2.2e-204 1D-myo-inositol-triphosphate 3-kinase [EC:2.7.1.127]
8469_0:000b04	K20181	259.5	1186.9	0 vacuolar protein sorting-associated protein 18
8469_0:000b05	K18159	76.07	318.6	2.1e-95 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 1
8469_0:000b06	K06057	108.93	782.3	2.6e-235 numb
8469_0:000b07	K28396	111.97	2781	0 pecanex-like protein
8469_0:000b08	K16914	430.57	885.4	2.4e-266 protein-L-histidine (3S)-3-hydroxylase / [histone H3]-trimethyl-L-lysine4/36 demethylase [EC:1.14.11.79 1.14.11.67 1.14.11.69]
8469_0:000b09	K06115	3255.43	3892.2	0 spectrin beta, non-erythrocytic 1/4/5
8469_0:000b0a	K28463	56.47	805.8	1.5e-242 transmembrane protein 151
8469_0:000b0b	K24691	300.37	1867	0 zinc finger protein 106
8469_0:000b0c	K16342	185.33	854.4	4.5e-257 cytosolic phospholipase A2 [EC:3.1.1.4]
8469_0:000b0d	K23399	610.6	2201.9	0 MAX gene-associated protein
8469_0:000b0f	K17610	282.83	304.8	2.4e-91 calcineurin B homologous protein 1
8469_0:000b11	K07232	79.63	207.9	1.1e-61 glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]
8469_0:000b12	K12317	1371.77	1667.3	0 neutral alpha-glucosidase C [EC:3.2.1.20]
8469_0:000b12	K05546	1346.9	1357.7	0 mannosyl-oligosaccharide alpha-1,3-glucosidase [EC:3.2.1.207]
8469_0:000b13	K17603	336.83	1291.2	0 zinc finger FYVE domain-containing protein 1
8469_0:000b14	K11799	90.27	732.7	1.7e-220 DDB1- and CUL4-associated factor 4
8469_0:000b15	K24778	79.67	548.3	6.9e-165 abscission/NoCut checkpoint regulator
8469_0:000b16	K12483	724.13	883.4	1.1e-265 EH domain-containing protein 1
8469_0:000b18	K04522	756.17	759.7	6.8e-229 presenilin 2 [EC:3.4.23.-]
8469_0:000b18	K04505	321.57	607.6	5.9e-183 presenilin 1 [EC:3.4.23.-]
8469_0:000b19	K01068	555.43	599.5	3.9e-180 acyl-coenzyme A thioesterase 1/2/4 [EC:3.1.2.2]
8469_0:000b1a	K16342	185.33	814.6	4.9e-245 cytosolic phospholipase A2 [EC:3.1.1.4]
8469_0:000b1a	K19219	162.13	393.1	1.1e-117 peptidyl-lysine (3S)-dioxygenase / protease [EC:1.14.11.63 3.4.-.-]
8469_0:000b1b	K16342	185.33	866.8	8e-261 cytosolic phospholipase A2 [EC:3.1.1.4]
8469_0:000b1d	K08815	369.97	1172	0 tau tubulin kinase [EC:2.7.11.26]
8469_0:000b1e	K23624	617.67	1048.1	0 papilin
8469_0:000b20	K16342	185.33	924.7	2.4e-278 cytosolic phospholipase A2 [EC:3.1.1.4]
8469_0:000b21	K21763	1501	1834.3	0 mitogen-activated protein kinase binding protein 1
8469_0:000b22	K10411	150.23	315.8	1.4e-94 dynein axonemal light chain 1
8469_0:000b23	K06051	622.7	679.5	3.9e-204 delta
8469_0:000b24	K16342	185.33	928.2	2.1e-279 cytosolic phospholipase A2 [EC:3.1.1.4]
8469_0:000b25	K18182	33.5	178.9	5.6e-53 cytochrome c oxidase assembly protein subunit 16
8469_0:000b26	K20826	97.53	1183.8	0 RNA polymerase II-associated protein 1
8469_0:000b29	K16585	77.33	309.1	1.8e-92 HAUS augmin-like complex subunit 2
8469_0:000b2a	K07866	369.3	460.6	1.7e-138 Ras homolog gene family, member V
8469_0:000b2b	K11565	119.73	296.7	1.2e-88 opa-interacting protein 5
8469_0:000b2c	K28026	206.17	857.5	5.8e-258 transmembrane protein 87
8469_0:000b2d	K16342	185.33	893.6	6.1e-269 cytosolic phospholipase A2 [EC:3.1.1.4]
8469_0:000b2f	K18740	100.6	436.8	7.1e-131 exonuclease 3'-5' domain-containing protein 1
8469_0:000b31	K09228	360.37	535.6	1.4e-160 KRAB domain-containing zinc finger protein
8469_0:000b31	K09191	325.1	368.7	4.2e-110 general transcription factor IIIA
8469_0:000b33	K04257	107.23	226.9	2.6e-67 olfactory receptor
8469_0:000b34	K17492	119.67	1158.9	0 ubinuclein
8469_0:000b35	K15302	213.17	842.5	2.2e-253 syntaxin-binding protein 4
8469_0:000b36	K17656	148.13	511	3.4e-153 mitochondrial splicing suppressor protein 51
8469_0:000b37	K24932	133.23	1769	0 cilia- and flagella-associated protein 70
8469_0:000b38	K27588	221.47	1330.3	0 inactive rhomboid protein
8469_0:000b3b	K03019	101.93	163.8	3.3e-48 DNA-directed RNA polymerase III subunit RPC11
8469_0:000b3c	K09561	127.57	432.2	1.2e-129 STIP1 homology and U-box containing protein 1 [EC:2.3.2.27]
8469_0:000b3d	K24759	478.67	3297.9	0 WD repeat-containing protein 90
8469_0:000b3e	K13153	56.63	223.2	3.3e-66 U11/U12 small nuclear ribonucleoprotein 25 kDa protein
8469_0:000b3f	K24628	117.17	462.5	2.7e-139 protein rogdi
8469_0:000b40	K15199	204.93	2117.8	0 general transcription factor 3C polypeptide 1
8469_0:000b41	K25792	217.87	536	3.5e-161 jumonji domain-containing protein 8
8469_0:000b42	K10386	1508.63	3138.3	0 periplakin
8469_0:000b43	K07871	1146.23	1323	0 mitochondrial Rho GTPase 2 [EC:3.6.5.-]
8469_0:000b43	K07870	130.03	893.2	7e-269 mitochondrial Rho GTPase 1 [EC:3.6.5.-]
8469_0:000b44	K20408	219.47	1062.8	0 SEA/GATOR complex protein SEA2/WDR24
8469_0:000b46	K05137	200.63	397.5	4.3e-119 interleukin 20 receptor beta
8469_0:000b47	K22858	90.47	1938.3	0 protein JBTS26
8469_0:000b49	K02857	132.83	546.7	2e-164 rhomboid-related protein 1/2/3 [EC:3.4.21.105]
8469_0:000b4a	K04231	459.2	490.7	3.5e-147 galanin receptor 2
8469_0:000b4b	K16938	460.57	706.3	1.3e-212 septin 3/9/12
8469_0:000b4e	K06752	129.4	198	1.5e-58 MHC class II antigen
8469_0:000b52	K12393	521.5	763.2	7.6e-230 AP-1 complex subunit mu
8469_0:000b53	K07820	403.1	449.4	5.1e-135 beta-1,3-galactosyltransferase 2 [EC:2.4.1.86]
8469_0:000b54	K04257	107.23	431	3.2e-129 olfactory receptor
8469_0:000b55	K01528	913.17	1411.5	0 dynamin 1/3 [EC:3.6.5.5]
8469_0:000b57	K11549	49.1	293.3	1.6e-87 kinetochore protein Spc24, animal type
8469_0:000b5a	K14786	210.63	752.8	3.7e-226 protein KRI1
8469_0:000b5b	K28469	113.57	701.2	4.2e-211 NALCN channel auxiliary factor
8469_0:000b5c	K15377	523.73	1279	0 solute carrier family 44 (choline transporter-like protein), member 2/4/5
8469_0:000b5d	K24083	312.53	461.3	1.2e-138 abhydrolase domain-containing protein 13 [EC:3.-.-.-]
8469_0:000b5d	K06889	117.2	126.3	8.5e-37 uncharacterized protein
8469_0:000b5e	K17481	1151.23	3350.6	0 myosin XVI
8469_0:000b5f	K12617	336.17	641.4	1.6e-192 DNA topoisomerase 2-associated protein PAT1
8469_0:000b60	K06269	429.73	675.4	1.8e-203 serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]
8469_0:000b61	K18458	447.93	545.2	5.7e-164 N-acyl-aromatic-L-amino acid amidohydrolase [EC:3.5.1.114]
8469_0:000b62	K20456	908.5	1022.3	0 oxysterol-binding protein 1
8469_0:000b64	K05463	118.6	493.9	2.6e-148 ephrin-B
8469_0:000b65	K20348	355.3	380.7	3.7e-114 p24 family protein gamma-1
8469_0:000b66	K19944	298.73	668	5.6e-201 TBC1 domain family member 10
8469_0:000b67	K04688	562.33	859.6	7.9e-259 ribosomal protein S6 kinase beta [EC:2.7.11.1]
8469_0:000b68	K04295	502.77	601.5	9.2e-181 sphingosine 1-phosphate receptor 5
8469_0:000b69	K08342	77.7	408.4	2e-122 cysteine protease ATG4 [EC:3.4.22.-]
8469_0:000b6b	K10456	645.2	1033.8	0 kelch-like protein 19
8469_0:000b6d	K23531	174.17	347.2	4.8e-104 calcium-binding protein 1/2/4/5
8469_0:000b6e	K08436	367.47	433.6	1.3e-129 G protein-coupled receptor 152
8469_0:000b6f	K22940	87.3	327.1	9.2e-98 protein YIPF1/2
8469_0:000b70	K12473	1240.93	1436.6	0 low-density lipoprotein receptor
8469_0:000b72	K14755	349.73	1448.9	0 carnosine synthase [EC:6.3.2.11]
8469_0:000b73	K10777	447.43	1115.6	0 DNA ligase 4 [EC:6.5.1.1]
8469_0:000b74	K11647	1512.6	2532.6	0 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2/4 [EC:5.6.2.-]
8469_0:000b76	K13090	1027.27	1383.6	0 interleukin enhancer-binding factor 3
8469_0:000b77	K13886	896.13	970.4	2.8e-292 coronin-1B/1C/6
8469_0:000b79	K00777	557.07	686.2	2.8e-206 queuine tRNA-ribosyltransferase catalytic subunit [EC:2.4.2.64]
8469_0:000b7a	K05476	222.77	404	5e-121 tumor necrosis factor ligand superfamily member 13B
8469_0:000b7b	K05931	344.87	1105.3	0 type I protein arginine methyltransferase [EC:2.1.1.319]
8469_0:000b7c	K04377	329.27	351.7	4.9e-105 Myc proto-oncogene protein
8469_0:000b7f	K03231	445.93	498.1	3.2e-149 elongation factor 1-alpha
8469_0:000b80	K22810	345.97	542.6	2.4e-163 protein FAM84B
8469_0:000b81	K22756	71.13	304.5	1.3e-90 E3 SUMO-protein ligase NSE2 [EC:2.3.2.-]
8469_0:000b82	K27976	163.3	700.1	4e-211 CYFIP-related Rac1 interactor
8469_0:000b83	K18464	392.37	2148.9	0 WASH complex subunit strumpellin
8469_0:000b84	K04257	107.23	283.2	2.2e-84 olfactory receptor
8469_0:000b85	K11341	128.7	328.1	3.8e-98 YEATS domain-containing protein 4
8469_0:000b86	K14856	213.13	608.1	1.4e-182 protein SDA1
8469_0:000b87	K27761	370.9	373.2	9.5e-112 GTPase IMAP family member 4
8469_0:000b89	K26392	302.4	650.4	1.6e-195 stomatin-like protein 2
8469_0:000b8b	K23291	381.7	1071.1	0 iporin
8469_0:000b8c	K16062	112.13	121.2	2.3e-35 C-C motif chemokine 21
8469_0:000b8d	K10425	66.63	330	5.8e-99 dynactin 3
8469_0:000b8e	K05056	312.33	507.7	1.8e-152 interleukin 11 receptor alpha
8469_0:000b8f	K13525	832.3	1528.1	0 transitional endoplasmic reticulum ATPase
8469_0:000b90	K28111	105.7	238.5	9.4e-71 ciliary microtubule inner protein 2B
8469_0:000b91	K05288	509.6	1205	0 GPI ethanolamine phosphate transferase 3 subunit O [EC:2.7.-.-]
8469_0:000b92	K10894	119.17	925.3	1.8e-278 fanconi anemia group G protein
8469_0:000b93	K01530	1344.6	1400.4	0 phospholipid-translocating ATPase [EC:7.6.2.1]
8469_0:000b95	K09511	618.73	774.3	8.7e-233 DnaJ homolog subfamily B member 5
8469_0:000b95	K09507	568.57	570.7	1.7e-171 DnaJ homolog subfamily B member 1
8469_0:000b96	K15293	137.5	3187.8	0 protein unc-13 A/B/C
8469_0:000b97	K05512	111.57	144.1	2.5e-42 C-C motif chemokine 19
8469_0:000b98	K04257	107.23	494.1	2.5e-148 olfactory receptor
8469_0:000b99	K27761	370.9	377.1	6.3e-113 GTPase IMAP family member 4
8469_0:000b9a	K02183	201.03	293.2	1e-87 calmodulin
8469_0:000b9a	K13448	137.27	166.9	3.7e-49 calcium-binding protein CML
8469_0:000b9b	K20683	312.83	954.6	2.5e-287 Rho guanine nucleotide exchange factor 3/8
8469_0:000b9d	K17267	324	1933.2	0 coatomer subunit gamma
8469_0:000b9e	K02183	201.03	314.6	2.9e-94 calmodulin
8469_0:000b9e	K13448	137.27	177.8	1.9e-52 calcium-binding protein CML
8469_0:000b9e	K13974	34.57	50.8	1e-13 calcium-binding protein
8469_0:000b9f	K18597	3775.6	4272.8	0 echinoderm microtubule-associated protein-like 5
8469_0:000ba0	K01202	284.03	1217.7	0 galactosylceramidase [EC:3.2.1.46]
8469_0:000ba1	K23853	89.33	316.7	1.6e-94 EF-hand calcium-binding domain-containing protein 11
8469_0:000ba2	K15278	148.87	557.5	8.8e-168 solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4
8469_0:000ba3	K09407	175.97	356.5	1.6e-106 forkhead box protein N
8469_0:000ba5	K25697	109.47	277.4	8.9e-83 testis-specific gene 13 protein
8469_0:000ba6	K19655	104.6	647.3	2.1e-194 spermatogenesis-associated protein 7
8469_0:000ba8	K06111	139.97	1305.3	0 exocyst complex component 4
8469_0:000ba9	K17563	218.67	335	2.6e-100 MICOS complex subunit MIC19
8469_0:000baa	K10300	316.5	1382	0 F-box DNA helicase 1 [EC:5.6.2.4]
8469_0:000bab	K08416	393.8	487.1	2.3e-146 psychosine receptor
8469_0:000bac	K10862	165.33	762.1	3.1e-229 tyrosyl-DNA phosphodiesterase 1 [EC:3.1.4.-]
8469_0:000bad	K25549	273.37	1193.1	0 leucine-rich repeat and guanylate kinase domain-containing protein
8469_0:000bae	K04920	640.8	962.5	4.9e-290 potassium channel subfamily K member 10
8469_0:000baf	K17255	247.8	924.3	1e-278 Rab GDP dissociation inhibitor
8469_0:000bb1	K16781	258.23	1054.7	0 tetratricopeptide repeat protein 8
8469_0:000bb2	K16362	463.87	920.6	4.8e-277 leucine-rich repeat transmembrane protein FLRT
8469_0:000bb3	K05257	62.6	218.1	1.3e-64 urocortin 2/3
8469_0:000bb4	K18025	408.4	1484.9	0 tyrosine-protein phosphatase non-receptor type 14/21 [EC:3.1.3.48]
8469_0:000bb5	K07374	500.73	1054.3	0 tubulin alpha
8469_0:000bb6	K23038	87.43	659.1	5.9e-198 zinc finger CCCH domain-containing protein 14
8469_0:000bb7	K10335	347.27	576.5	6.5e-173 ankyrin repeat and SOCS box protein 13
8469_0:000bb8	K21873	250.13	613.1	8.1e-184 protein TASOR
8469_0:000bb9	K07424	677.63	850.3	9.9e-256 cytochrome P450 family 3 subfamily A [EC:1.14.14.1]
8469_0:000bba	K17800	49.17	991.7	1.7e-298 LETM1 and EF-hand domain-containing protein 1, mitochondrial
8469_0:000bbb	K11424	1496.6	1822.1	0 [histone H3]-lysine36 N-dimethyltransferase NSD2 [EC:2.1.1.357]
8469_0:000bbc	K18309	244.43	569.3	3.3e-171 aspartate N-acetyltransferase [EC:2.3.1.17]
8469_0:000bbe	K09114	104.13	339.8	8.3e-102 MAX dimerization protein
8469_0:000bbf	K15179	143.47	875.4	1.8e-263 negative elongation factor A
8469_0:000bc0	K16618	654.93	1250.3	0 DNA polymerase nu [EC:2.7.7.7]
8469_0:000bc1	K22380	161.13	571.1	9.2e-172 E3 ubiquitin-protein ligase TM129 [EC:2.3.2.27]
8469_0:000bc2	K14283	509.9	1049.8	0 transforming acidic coiled-coil-containing protein 3
8469_0:000bc3	K16586	130.83	856.9	7e-258 HAUS augmin-like complex subunit 3
8469_0:000bc4	K05094	1169.8	1341.4	0 fibroblast growth factor receptor 3 [EC:2.7.10.1]
8469_0:000bc4	K05093	1164.73	1169.1	0 fibroblast growth factor receptor 2 [EC:2.7.10.1]
8469_0:000bc4	K04362	858.8	871.4	4.1e-262 fibroblast growth factor receptor 1 [EC:2.7.10.1]
8469_0:000bc5	K24780	262.83	1064.5	0 lateral signaling target protein 2
8469_0:000bc6	K18710	51.63	315.9	2.7e-94 histone RNA hairpin-binding protein
8469_0:000bca	K04257	107.23	476.7	4.5e-143 olfactory receptor
8469_0:000bcb	K26435	309.33	426.6	1.3e-127 protein LYRIC
8469_0:000bcc	K02268	44.63	161.9	4.4e-48 cytochrome c oxidase subunit 6c
8469_0:000bcd	K22733	49.97	396.6	8.5e-119 magnesium transporter
8469_0:000bce	K08729	459.2	832.4	7.5e-251 phosphatidylserine synthase 1 [EC:2.7.8.-]
8469_0:000bcf	K20012	581.37	632.9	5e-190 growth differentiation factor 6
8469_0:000bd0	K09022	119.7	202.4	3.2e-60 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
8469_0:000bd1	K19526	386.13	5216.7	0 vacuolar protein sorting-associated protein 13B
8469_0:000bd2	K04412	946	1056.4	0 serine/threonine kinase 3
8469_0:000bd3	K25226	93.3	318.6	5e-95 protein C8orf37
8469_0:000bd4	K16336	145.27	294	8.8e-88 syndecan 2
8469_0:000bd5	K00417	39.63	191.5	8.1e-57 ubiquinol-cytochrome c reductase subunit 7
8469_0:000bd6	K02908	38.93	246.9	8.8e-74 large subunit ribosomal protein L30e
8469_0:000bd7	K15031	19.33	148.8	1.2e-43 mitochondrial transcription termination factor family protein
8469_0:000bd8	K18163	238.17	311.8	4.3e-93 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 6
8469_0:000bd9	K19467	340.9	620	4.4e-186 matrilin
8469_0:000bda	K12387	50.83	388.1	3.2e-116 lysosomal-associated transmembrane protein
8469_0:000bdb	K23858	231.43	467.6	1.5e-140 pleckstrin homology domain-containing family F
8469_0:000bdd	K09215	158.4	418.3	2.9e-125 odd-skipped
8469_0:000bde	K01164	186.8	954.7	3.4e-287 ribonuclease P/MRP protein subunit POP1 [EC:3.1.26.5]
8469_0:000bdf	K07342	25.97	143.5	3.1e-42 protein transport protein SEC61 subunit gamma and related proteins
8469_0:000be0	K01302	291.2	829.3	8.2e-250 carboxypeptidase Q [EC:3.4.17.-]
8469_0:000be1	K04932	793.33	1001.2	3.3e-302 potassium voltage-gated channel delayed-rectifier subfamily S member 2
8469_0:000be3	K04257	107.23	193.5	3.6e-57 olfactory receptor
8469_0:000be7	K16487	122.3	753	1.8e-226 spindle assembly abnormal protein 6
8469_0:000be8	K10207	393.7	620.8	6.2e-187 testosterone 17beta-dehydrogenase (NADP+) [EC:1.1.1.64]
8469_0:000be9	K09606	419	1490.9	0 aminopeptidase O [EC:3.4.11.-]
8469_0:000bea	K20098	602.63	1081.9	0 DNA excision repair protein ERCC-6-like 2 [EC:5.6.2.-]
8469_0:000beb	K06639	144.93	798.1	3.1e-240 cell division cycle 14 [EC:3.1.3.16 3.1.3.48]
8469_0:000bec	K19019	369.57	556.5	2.5e-167 intracellular hyaluronan-binding protein 4
8469_0:000bee	K08803	403.8	729.7	1.9e-219 death-associated protein kinase [EC:2.7.11.1]
8469_0:000bef	K06225	1904.33	2078.5	0 patched 1
8469_0:000bf0	K01365	507.23	575.1	4.9e-173 cathepsin L [EC:3.4.22.15]
8469_0:000bf1	K10890	171.73	938.8	1.2e-282 fanconi anemia group C protein
8469_0:000bf2	K15281	166.7	541.4	1e-162 solute carrier family 35 (UDP-glucuronate/UDP-N-acetylgalactosamine transporter), member D1/2/3
8469_0:000bf3	K25455	203.6	206.1	4.5e-61 teratocarcinoma-derived growth factor 1
8469_0:000bf4	K25454	184.83	268.2	4.8e-80 cryptic protein
8469_0:000bf4	K25455	203.6	210.3	2.5e-62 teratocarcinoma-derived growth factor 1
8469_0:000bf5	K03841	205.1	532	7.3e-160 fructose-1,6-bisphosphatase I [EC:3.1.3.11]
8469_0:000bf8	K03841	205.1	600.9	9.1e-181 fructose-1,6-bisphosphatase I [EC:3.1.3.11]
8469_0:000bfd	K04257	107.23	264	1.5e-78 olfactory receptor
8469_0:000c00	K01565	294.97	854.8	2.6e-257 N-sulfoglucosamine sulfohydrolase [EC:3.10.1.1]
8469_0:000c02	K14404	75.3	355.8	2e-106 cleavage and polyadenylation specificity factor subunit 4
8469_0:000c03	K22754	311.43	7127	0 E3 ubiquitin-protein ligase RNF213 [EC:2.3.2.27]
8469_0:000c05	K07204	133.83	2244.5	0 regulatory associated protein of mTOR
8469_0:000c06	K27759	194.8	399.2	2.8e-119 mitochondrial nucleoid-associated protein 1
8469_0:000c08	K23730	402.9	1583.5	0 coiled-coil domain-containing protein 40
8469_0:000c09	K11455	271.1	539.2	7.7e-162 chromobox protein 8
8469_0:000c0a	K16540	246.77	1764.3	0 5-azacytidine-induced protein 1
8469_0:000c0b	K16353	626.37	1818.4	0 protein sidekick
8469_0:000c0c	K20288	93.6	1146.7	0 conserved oligomeric Golgi complex subunit 1
8469_0:000c0d	K26157	617.47	950.2	9.2e-286 kinesin family member 19
8469_0:000c0e	K27312	166.67	690.8	1.4e-207 AP-4 complex accessory subunit Tepsin
8469_0:000c10	K14708	537.1	945.5	8e-285 solute carrier family 26 (sodium-independent sulfate anion transporter), member 11
8469_0:000c12	K14996	247.07	1334.3	0 solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 10
8469_0:000c13	K21813	205.23	434.9	1.8e-130 endonuclease V [EC:3.1.26.-]
8469_0:000c14	K05009	500.27	642.9	1.3e-193 potassium inwardly-rectifying channel subfamily J member 16
8469_0:000c15	K17480	1120.7	1708	0 lemur tyrosine kinase 1 [EC:2.7.10.1]
8469_0:000c16	K04218	501.17	584.7	8.2e-176 somatostatin receptor 2
8469_0:000c17	K12195	124.93	328.3	1.7e-98 charged multivesicular body protein 6
8469_0:000c18	K12316	1284.77	1639.7	0 lysosomal alpha-glucosidase [EC:3.2.1.20]
8469_0:000c18	K23730	402.9	454.5	3.9e-136 coiled-coil domain-containing protein 40
8469_0:000c19	K11451	323.37	703.3	2e-211 chromobox protein 2
8469_0:000c1a	K18435	530.97	677.6	1.1e-203 transcription factor SOX9 (SOX group E)
8469_0:000c1b	K22641	64.63	717.1	1.2e-215 protein tweety
8469_0:000c1b	K02923	23.63	155	1.1e-45 large subunit ribosomal protein L38e
8469_0:000c1c	K24797	495.9	1302.8	0 TBC1 domain family member 16
8469_0:000c1d	K04996	716.93	811.7	1.3e-244 potassium inwardly-rectifying channel subfamily J member 2
8469_0:000c1d	K05005	794.17	803.6	1.4e-241 potassium inwardly-rectifying channel subfamily J member 12/18
8469_0:000c1e	K04433	683.2	739.6	3.8e-223 mitogen-activated protein kinase kinase 6 [EC:2.7.12.2]
8469_0:000c21	K14717	267.2	651.9	2.5e-196 solute carrier family 39 (zinc transporter), member 11
8469_0:000c21	K07238	123.03	238.5	6.8e-71 zinc transporter, ZIP family
