gene_name	KO	thrshld	score	E-value KO definition
1415176_0:0013db	K01613	69.2	402.7	1.6e-120 phosphatidylserine decarboxylase [EC:4.1.1.65]
1415176_0:0013dc	K25459	101.93	583.1	1.5e-175 radial spoke head protein 14
1415176_0:0013dd	K16198	468.67	556.8	7.7e-168 14-3-3 protein gamma/eta
1415176_0:0013de	K04266	466.57	512.3	6.9e-154 adenosine receptor A2a
1415176_0:0013df	K03307	315.03	322.3	3.3e-96 solute:Na+ symporter, SSS family
1415176_0:0013e1	K23531	174.17	385.2	1.3e-115 calcium-binding protein 1/2/4/5
1415176_0:0013e2	K01431	272.37	508.8	1e-152 beta-ureidopropionase [EC:3.5.1.6]
1415176_0:0013e4	K15680	227.27	389.8	7.3e-117 corticosteroid 11-beta-dehydrogenase isozyme 1 [EC:1.1.1.146]
1415176_0:0013e6	K24383	553.87	1356.1	0 POZ-AT hook zinc finger protein 1
1415176_0:0013e7	K18728	165.5	687.5	3e-206 eukaryotic translation initiation factor 4E transporter
1415176_0:0013e9	K21123	384.67	458.1	8e-138 serine/arginine-rich splicing factor 9
1415176_0:0013ea	K08036	755.3	967	4.9e-291 transcription factor 1, hepatocyte nuclear factor 1-alpha
1415176_0:0013eb	K10130	354.03	437.1	7.8e-131 leucine-rich repeats and death domain-containing protein
1415176_0:0013ec	K15107	329.87	467	2.6e-140 solute carrier family 25 (mitochondrial glutamate transporter), member 18/22
1415176_0:0013ef	K04317	243.57	654.4	8.8e-197 G protein-coupled receptor 20
1415176_0:0013f0	K20162	420.43	1844.2	0 DENN domain-containing protein 3
1415176_0:0013f2	K05691	319.9	1141.3	0 catenin alpha
1415176_0:0013f3	K16665	304.5	774.8	3e-233 leucine-rich repeat transmembrane neuronal protein 1/2
1415176_0:0013f5	K10864	519.57	545.8	1.5e-163 DNA mismatch repair protein PMS1
1415176_0:0013f6	K19721	1193.17	1201.1	0 collagen type V/XI/XXIV/XXVII, alpha
1415176_0:0013f7	K14552	150.4	803.1	3.2e-241 NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)
1415176_0:0013f8	K14685	185.97	811	4.1e-244 solute carrier family 40 (iron-regulated transporter), member 1
1415176_0:0013f9	K01409	425.37	512.1	1.4e-153 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
1415176_0:0013fa	K01953	92.97	123.4	6.7e-36 asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
1415176_0:0013fb	K19720	465.6	837.1	1.6e-251 collagen type III alpha
1415176_0:0013fe	K02896	28.63	217.1	1.5e-64 large subunit ribosomal protein L24e
1415176_0:0013ff	K15293	137.5	2631.5	0 protein unc-13 A/B/C
1415176_0:001400	K07885	409	457.1	1.8e-137 Ras-related protein Rab-27A
1415176_0:001400	K07886	404.83	429.2	5e-129 Ras-related protein Rab-27B
1415176_0:001401	K16570	445.2	1064.9	0 gamma-tubulin complex component 3
1415176_0:001404	K00565	103.67	553	2.9e-166 mRNA (guanine-N7-)-methyltransferase [EC:2.1.1.56]
1415176_0:001405	K04203	491.8	569.7	2.2e-171 melanocortin 5 receptor
1415176_0:001406	K00844	135.6	1574	0 hexokinase [EC:2.7.1.1]
1415176_0:001408	K04223	480.63	534.9	1.3e-160 tachykinin receptor 2
1415176_0:00140a	K12382	143	546.7	5.5e-164 saposin
1415176_0:00140b	K00844	135.6	1659.1	0 hexokinase [EC:2.7.1.1]
1415176_0:00140c	K16911	557	684.6	1.6e-205 ATP-dependent RNA helicase DDX21 [EC:5.6.2.7]
1415176_0:00140d	K17297	290.77	532.9	2.5e-160 tetraspanin-15
1415176_0:00140e	K06813	1193.8	1713.8	0 cadherin 23
1415176_0:00140f	K06849	54.5	158.1	1.1e-46 proteoglycan peptide core protein
1415176_0:001410	K12382	143	594.6	1.7e-178 saposin
1415176_0:001412	K28389	83.6	613.6	5.7e-184 storkhead-box protein
1415176_0:001413	K08028	215.3	308.9	3e-92 neurogenin 3
1415176_0:001414	K01020	427.97	641.6	4.2e-193 chondroitin 6-sulfotransferase 3 [EC:2.8.2.17]
1415176_0:001415	K23845	220.43	946.4	4.5e-285 KIF-binding protein
1415176_0:001416	K17675	164.13	811.4	5.6e-244 ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:5.6.2.6]
1415176_0:001417	K16617	317.83	1192.2	0 collagen type XIII alpha
1415176_0:001419	K18466	104.4	638.4	3.1e-192 vacuolar protein sorting-associated protein 26A/B
1415176_0:00141a	K22745	203.43	518.3	9.2e-156 apoptosis-inducing factor 2
1415176_0:00141b	K11251	43.83	264.3	9.5e-79 histone H2A
1415176_0:00141c	K16911	557	1252.1	0 ATP-dependent RNA helicase DDX21 [EC:5.6.2.7]
1415176_0:00141d	K05681	621.17	679.7	3.1e-204 ATP-binding cassette, subfamily G (WHITE), member 2
1415176_0:00141e	K25827	385.23	1506.9	0 cell division cycle and apoptosis regulator protein 1
1415176_0:00141f	K05119	1221.73	1832.6	0 anaplastic lymphoma kinase [EC:2.7.10.1]
1415176_0:001420	K06269	429.73	698.6	1.6e-210 serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]
1415176_0:001421	K11316	89.3	540.2	2.4e-162 STAGA complex 65 subunit gamma
1415176_0:001422	K12173	62	812.9	4.9e-245 BRCA1-A complex subunit BRE
1415176_0:001424	K14546	147.17	685.3	7.2e-206 U3 small nucleolar RNA-associated protein 5
1415176_0:001425	K09030	390	644	1e-193 fos-like antigen 2
1415176_0:001426	K02913	23.8	99.6	6e-29 large subunit ribosomal protein L33
1415176_0:001427	K00852	232.73	475.6	1.4e-142 ribokinase [EC:2.7.1.15]
1415176_0:001428	K24886	117.37	851.1	1.3e-255 TOG array regulator of axonemal microtubules protein
1415176_0:001429	K10423	288.37	735.1	6.3e-221 CAP-Gly domain-containing linker protein 3/4
1415176_0:00142a	K24165	400.77	1472.4	0 photoreceptor cilium actin regulator
1415176_0:00142b	K08694	57.9	324	9.7e-97 speedy
1415176_0:00142c	K07442	89.2	356.1	1.5e-106 tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]
1415176_0:00142e	K14621	193.8	1623.7	0 phospholipase B1, membrane-associated [EC:3.1.1.4 3.1.1.5]
1415176_0:00142f	K12012	474.23	585.9	4.6e-176 tripartite motif-containing protein 35
1415176_0:001430	K21842	54.33	901.6	3.7e-271 protein EFR3
1415176_0:001431	K05228	88.93	327.6	5.9e-98 proopiomelanocortin
1415176_0:001433	K05871	1245.2	1376.3	0 focal adhesion kinase 2 [EC:2.7.10.2]
1415176_0:001434	K11507	96.9	389.5	9.5e-117 centromere protein O
1415176_0:001435	K26158	257.97	319	1.2e-95 stathmin 2/3/4
1415176_0:001436	K08043	1134.03	1927.2	0 adenylate cyclase 3 [EC:4.6.1.1]
1415176_0:001437	K09101	1172.73	2462.3	0 nuclear receptor coactivator 1 [EC:2.3.1.48]
1415176_0:001439	K19372	191.9	298.1	4.9e-89 DnaJ homolog subfamily C member 27
1415176_0:00143a	K01296	581.33	689.5	1.9e-207 carboxypeptidase M [EC:3.4.17.12]
1415176_0:00143b	K13915	186.9	222.9	3.4e-66 lysozyme C [EC:3.2.1.17]
1415176_0:00143c	K14398	115.53	601.1	1.7e-180 cleavage and polyadenylation specificity factor subunit 6/7
1415176_0:00143d	K06643	374.53	681.9	3.6e-205 E3 ubiquitin-protein ligase Mdm2 [EC:2.3.2.27]
1415176_0:00143e	K25553	881.03	1721.9	0 cilia- and flagella-associated protein 54
1415176_0:00143f	K16547	151.17	598.6	1.1e-179 protein NEDD1
1415176_0:001440	K25685	108.83	230.9	9.1e-69 prostate-associated microseminoprotein
1415176_0:001441	K20477	85.37	444.7	2.8e-133 RAB6A-GEF complex partner protein 2
1415176_0:001443	K25082	777.37	1096.3	0 RNA-binding protein 46
1415176_0:001444	K03903	324.47	1093.3	0 fibrinogen alpha chain
1415176_0:001446	K03905	379.17	731.9	1.2e-220 fibrinogen gamma chain
1415176_0:001447	K16507	1709.23	4355	0 protocadherin-16/23
1415176_0:001449	K04205	399.7	614.7	4.8e-185 neuropeptide Y receptor type 2
1415176_0:00144a	K10159	751.97	1085	0 toll-like receptor 2
1415176_0:00144b	K03904	620.73	906.7	1.9e-273 fibrinogen beta chain
1415176_0:00144c	K15698	116.43	568.3	5.5e-171 RING finger protein 121/175
1415176_0:00144d	K12862	231.43	858.6	1.5e-258 pleiotropic regulator 1
1415176_0:00144f	K11997	502.9	771.8	7.7e-232 tripartite motif-containing protein 2/3
1415176_0:001450	K02176	383.5	568.4	8.3e-171 secreted frizzled-related protein 2
1415176_0:001451	K00678	194.93	440.6	1.6e-132 phosphatidylcholine-retinol O-acyltransferase [EC:2.3.1.135]
1415176_0:001452	K08382	355.13	603.1	7.2e-182 G protein-coupled receptor 33
1415176_0:001454	K09228	360.37	530.8	4.1e-159 KRAB domain-containing zinc finger protein
1415176_0:001454	K09191	325.1	328.4	6.4e-98 general transcription factor IIIA
1415176_0:001456	K18185	35.77	52.3	4.3e-14 cytochrome c oxidase assembly protein subunit 23
1415176_0:001459	K15759	247.3	553.6	1.3e-166 Golgi-resident PAP phosphatase [EC:3.1.3.7]
1415176_0:00145a	K02969	104.13	312.3	2.3e-93 small subunit ribosomal protein S20e
1415176_0:00145b	K04367	261.77	507.7	3.4e-152 proto-oncogene serine/threonine-protein kinase mos [EC:2.7.11.1]
1415176_0:00145c	K19484	520.2	594.9	9.8e-179 zinc finger protein PLAG1
1415176_0:00145d	K15734	435.07	477.8	2.5e-143 all-trans-retinol dehydrogenase (NAD+) [EC:1.1.1.105]
1415176_0:00145e	K15734	435.07	570.3	2.2e-171 all-trans-retinol dehydrogenase (NAD+) [EC:1.1.1.105]
1415176_0:00145f	K18832	177.63	475.8	6.3e-143 proenkephalin A
1415176_0:001460	K27905	173.1	699.3	3.7e-210 cyclin Y
1415176_0:001461	K03870	806.9	1110.4	0 cullin 2
1415176_0:001463	K07630	312.13	542.4	8.2e-163 gap junction delta-4 protein
1415176_0:001465	K02375	767.53	1114.7	0 frizzled 5/8
1415176_0:001467	K05648	1823.67	2297.3	0 ATP-binding cassette, subfamily A (ABC1), member 5
1415176_0:001468	K08183	450.23	885.8	8.3e-267 MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 6
1415176_0:00146a	K04385	925.33	1520.4	0 axin 2
1415176_0:00146a	K02157	803.53	811.1	1e-243 axin 1
1415176_0:00146b	K17908	297.47	684.7	3.9e-206 autophagy-related protein 18
1415176_0:00146d	K06974	39.13	458	3.1e-137 archaemetzincin [EC:3.4.-.-]
1415176_0:00146e	K24747	518.8	1180.4	0 WD repeat-containing protein 49
1415176_0:00146f	K04996	716.93	810.3	3.4e-244 potassium inwardly-rectifying channel subfamily J member 2
1415176_0:00146f	K05005	794.17	800.1	1.6e-240 potassium inwardly-rectifying channel subfamily J member 12/18
1415176_0:001470	K16767	447.43	1809.4	0 centrosomal protein CEP112
1415176_0:001471	K12381	545.67	1111.3	0 arylsulfatase G [EC:3.1.6.-]
1415176_0:001473	K05651	2654.7	6144.6	0 ATP-binding cassette, subfamily A (ABC1), member 9
1415176_0:001473	K05650	2987.8	4625.2	0 ATP-binding cassette, subfamily A (ABC1), member 8
1415176_0:001473	K05652	2864.1	4200.1	0 ATP-binding cassette, subfamily A (ABC1), member 10
1415176_0:001473	K05649	2553.9	3793.9	0 ATP-binding cassette, subfamily A (ABC1), member 6
1415176_0:001473	K05648	1823.67	3585	0 ATP-binding cassette, subfamily A (ABC1), member 5
1415176_0:001474	K04866	305.83	440.6	1.2e-132 voltage-dependent calcium channel gamma-1
1415176_0:001475	K03035	177.17	861.7	3.3e-259 26S proteasome regulatory subunit N5
1415176_0:001476	K04869	517.5	725	1.4e-218 voltage-dependent calcium channel gamma-4
1415176_0:001477	K17305	192.63	406.9	7.2e-122 beta-2-glycoprotein 1
1415176_0:001479	K25168	1130.73	2239.7	0 helicase with zinc finger domain [EC:5.6.2.-]
1415176_0:00147a	K13765	767.9	1220.3	0 regulator of G-protein signaling 9
1415176_0:00147a	K16449	156.43	295	7.1e-88 regulator of G-protein signaling
1415176_0:00147b	K05009	500.27	645.9	1.5e-194 potassium inwardly-rectifying channel subfamily J member 16
1415176_0:00147d	K18437	449.8	696.4	3.8e-209 high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8 [EC:3.1.4.53]
1415176_0:00147e	K15010	105.13	443.1	1e-132 homer
1415176_0:00147f	K20479	870.1	1293.7	0 WASP homolog-associated protein with actin, membranes and microtubules
1415176_0:001481	K06712	262.2	275.3	6e-82 butyrophilin
1415176_0:001484	K17095	547.37	666.6	2.4e-200 annexin A7/11
1415176_0:001484	K17089	463.4	464.7	1.3e-139 annexin A3
1415176_0:001485	K14569	376.2	1823	0 ribosome biogenesis protein BMS1
1415176_0:001488	K08825	494.3	1004.3	1.3e-302 dual specificity tyrosine-phosphorylation-regulated kinase 1 [EC:2.7.12.1]
1415176_0:001489	K05000	712.57	822.9	3.4e-248 potassium inwardly-rectifying channel subfamily J member 6
1415176_0:001489	K04999	738.57	746.6	9.9e-225 potassium inwardly-rectifying channel subfamily J member 5
1415176_0:00148a	K15425	45	373.5	8.3e-112 serine/threonine-protein phosphatase 4 regulatory subunit 2
1415176_0:00148b	K13676	149.3	646.2	1.6e-194 UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase [EC:2.4.2.42]
1415176_0:00148c	K14764	151	591.9	7.3e-178 protein SHQ1
1415176_0:00148d	K18587	32.57	444.8	2.1e-133 ubiquinone biosynthesis protein COQ9
1415176_0:00148e	K24037	123.33	616.8	1.1e-185 docking protein 4/5/6
1415176_0:001490	K16759	159.7	306.6	2.5e-91 coiled-coil domain-containing protein 102
1415176_0:001491	K22746	109.63	307	1.8e-91 anamorsin
1415176_0:001492	K03011	235.53	455.7	1.1e-136 DNA-directed RNA polymerase II subunit RPB3
1415176_0:001493	K12331	1426	2630.2	0 Rho guanine nucleotide exchange factor 11
1415176_0:001494	K09433	588.67	976.5	2.3e-294 ETS translocation variant 3
1415176_0:001497	K24331	927.03	1081.6	0 platelet endothelial aggregation receptor 1
1415176_0:00149a	K01426	301.93	334.5	9.4e-100 amidase [EC:3.5.1.4]
1415176_0:00149b	K07969	468.83	615.9	1.5e-185 beta-1,4-galactosyltransferase 4 [EC:2.4.1.90 2.4.1.275 2.4.1.-]
1415176_0:00149c	K00735	468.27	620.3	1.6e-186 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 [EC:2.4.1.135]
1415176_0:00149d	K23445	717.2	794.5	2.2e-239 calsequestrin 2
1415176_0:00149e	K28439	146.77	809.8	7.2e-244 transmembrane protein 39
1415176_0:00149f	K07968	496.17	540.5	1.7e-162 beta-1,4-galactosyltransferase 3 [EC:2.4.1.90 2.4.1.38 2.4.1.-]
1415176_0:0014a0	K04510	377	1011.9	0 vang-like
1415176_0:0014a1	K20092	799.93	1508.7	0 chromodomain-helicase-DNA-binding protein 1-like [EC:5.6.2.-]
1415176_0:0014a3	K25624	100.57	389.8	4.1e-117 coiled-coil domain-containing protein 172
1415176_0:0014a4	K19895	115.6	181	2.2e-53 GDNF family receptor alpha
1415176_0:0014a5	K09100	499.6	1021.6	0 single-minded
1415176_0:0014a6	K24645	154.83	600.6	1.9e-180 PR domain zinc finger protein 13 [EC:2.1.1.-]
1415176_0:0014a7	K05054	356.77	729.7	1.6e-219 melanin-concentrating hormone receptor 2
1415176_0:0014a8	K13170	298.33	739.4	3.6e-222 arginine/serine-rich protein PNISR
1415176_0:0014a9	K05202	1663.4	1830.1	0 glutamate receptor, ionotropic kainate 2
1415176_0:0014a9	K05203	1728.63	1746.4	0 glutamate receptor, ionotropic kainate 3
1415176_0:0014a9	K05201	1644.67	1672.4	0 glutamate receptor, ionotropic kainate 1
1415176_0:0014a9	K05313	929.93	1000.8	5e-301 glutamate receptor, ionotropic, invertebrate
1415176_0:0014ac	K18663	2591	3219.2	0 activating signal cointegrator complex subunit 3 [EC:5.6.2.4]
1415176_0:0014ad	K15161	170.13	488.4	5.9e-147 cyclin-C
1415176_0:0014ae	K01013	94.53	143.9	3.5e-42 thiosulfate:glutathione sulfurtransferase [EC:2.8.1.-]
1415176_0:0014af	K11844	307.93	862.4	2.8e-259 ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.4.19.12]
1415176_0:0014b0	K17931	345.37	409.2	1.3e-122 sorting nexin-20
1415176_0:0014b1	K20007	316.07	569.1	4.6e-171 potassium channel subfamily K member 18
1415176_0:0014b2	K27394	290.8	974.6	1.4e-293 enolase 4 [EC:4.2.1.11]
1415176_0:0014b3	K09318	130.43	445.5	1.4e-133 homeobox protein ventral anterior
1415176_0:0014b6	K24060	198.13	867.2	1e-260 PDZ domain-containing protein 8
1415176_0:0014b7	K14073	463.1	586.9	3.7e-176 pancreatic triacylglycerol lipase [EC:3.1.1.3]
1415176_0:0014b9	K08155	525.33	902.3	6.2e-272 MFS transporter, DHA1 family, solute carrier family 18 (vesicular amine transporter), member 1/2
1415176_0:0014bb	K07877	423.33	492.5	1.8e-148 Ras-related protein Rab-2A
1415176_0:0014bb	K07878	414.97	418.6	3.8e-126 Ras-related protein Rab-2B
1415176_0:0014bc	K00476	151.3	764.2	1.6e-229 aspartate beta-hydroxylase [EC:1.14.11.16]
1415176_0:0014bd	K14437	2988.87	3363.3	0 chromodomain-helicase-DNA-binding protein 7 [EC:5.6.2.-]
1415176_0:0014be	K28049	316.83	556.9	1.6e-167 clavesin
1415176_0:0014bf	K01672	289.3	333.3	1.2e-99 carbonic anhydrase [EC:4.2.1.1]
1415176_0:0014c1	K14550	247.33	2287.7	0 U3 small nucleolar RNA-associated protein 10
1415176_0:0014c2	K00548	262.2	1914.3	0 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
1415176_0:0014c3	K21073	1926.77	2035.2	0 actinin alpha 2/3
1415176_0:0014c4	K17770	45.47	129.3	1e-37 mitochondrial import receptor subunit TOM20
1415176_0:0014c5	K22937	837.93	2873.2	0 lysosomal-trafficking regulator
1415176_0:0014c6	K06826	306.03	1043.7	0 nidogen (entactin)
1415176_0:0014c7	K04962	7961.47	9124.5	0 ryanodine receptor 2
1415176_0:0014c8	K00804	244.9	633.3	3e-190 geranylgeranyl diphosphate synthase, type III [EC:2.5.1.1 2.5.1.10 2.5.1.29]
1415176_0:0014c9	K06832	394.4	531.9	4.4e-160 galectin-8
1415176_0:0014ca	K23324	193.1	431.5	1.7e-129 ectodysplasin-A receptor-associated adapter protein
1415176_0:0014cb	K14837	118	435	2.8e-130 nucleolar protein 12
1415176_0:0014cc	K22989	200	547.9	2.5e-164 integral membrane protein GPR137
1415176_0:0014ce	K21768	283.1	709.4	2.2e-213 tubulin-specific chaperone E
1415176_0:0014cf	K19195	956.73	1153.7	0 AT-rich interactive domain-containing protein 4B
1415176_0:0014d1	K09654	194.97	940	1.8e-283 beta-1,3-N-acetylgalactosaminyltransferase 2 [EC:2.4.1.313]
1415176_0:0014d2	K10976	759.97	883.3	3.9e-266 ERO1-like protein beta [EC:1.8.4.-]
1415176_0:0014d2	K10950	439.07	665.3	4.1e-200 ERO1-like protein alpha [EC:1.8.4.-]
1415176_0:0014d3	K08868	104.83	1281.3	0 alpha-kinase
1415176_0:0014d5	K12741	260.47	389.6	1.3e-116 heterogeneous nuclear ribonucleoprotein A1/A3
1415176_0:0014d6	K00803	312.8	1047.4	0 alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]
1415176_0:0014d7	K12567	498.33	813.7	9.7e-245 titin [EC:2.7.11.1]
1415176_0:0014d8	K09573	277.57	469.1	6.9e-141 FK506-binding protein 7 [EC:5.2.1.8]
1415176_0:0014d8	K01802	52.67	92.6	1.6e-26 peptidylprolyl isomerase [EC:5.2.1.8]
1415176_0:0014d9	K20463	544.83	1351.4	0 oxysterol-binding protein-related protein 3/6/7
1415176_0:0014da	K19683	202.7	1275.4	0 tetratricopeptide repeat protein 30
1415176_0:0014db	K08738	64.57	181.6	1.6e-53 cytochrome c
1415176_0:0014dc	K20313	382.87	628.7	2.6e-189 pleckstrin homology domain-containing family A member 3
1415176_0:0014dd	K13298	1142.23	1280.8	0 dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11 [EC:3.1.4.17 3.1.4.35]
1415176_0:0014de	K05638	598.47	925.9	1.3e-278 nuclear factor erythroid 2-related factor 2
1415176_0:0014df	K25081	183.8	543.4	3.3e-163 RNA-binding protein 45
1415176_0:0014e0	K24540	425.7	543.5	2.7e-163 interferon-inducible double-stranded RNA-dependent protein kinase activator A
1415176_0:0014e1	K22147	253.5	672.9	9.6e-203 pejvakin
1415176_0:0014e2	K01868	155.53	1272.3	0 threonyl-tRNA synthetase [EC:6.1.1.3]
1415176_0:0014e3	K18733	216.67	632.7	4.4e-190 la-related protein 6
1415176_0:0014e4	K16606	334.93	1032.9	0 leucine-rich repeat-containing protein 49
1415176_0:0014e5	K04809	634.5	871.4	1e-262 nicotinic acetylcholine receptor alpha-7
1415176_0:0014e7	K05701	1040.13	1601.5	0 tight junction protein 1
1415176_0:0014e9	K23377	935.33	1197.8	0 thrombospondin type-1 domain-containing protein 4
1415176_0:0014ea	K24190	97.03	306.8	9.8e-92 lens fiber membrane intrinsic protein
1415176_0:0014ec	K09106	104.03	612.1	2.8e-184 upstream stimulatory factor
1415176_0:0014ee	K09428	204.23	500.2	6.1e-150 E74-like factor 1/2/4
1415176_0:0014ef	K16499	1075.9	1226.6	0 protocadherin delta 2
1415176_0:0014f0	K18764	216.23	670.5	5.4e-202 nocturnin [EC:3.1.3.108]
1415176_0:0014f1	K20792	151.7	1525.3	0 N-alpha-acetyltransferase 15/16, NatA auxiliary subunit
1415176_0:0014f3	K03967	70.4	119.4	6.6e-35 NADH dehydrogenase (ubiquinone) 1 subunit C1
1415176_0:0014f4	K07920	374.37	446.3	2.7e-134 Ras-related protein Rab-33B
1415176_0:0014f6	K06061	134	778.1	1.1e-233 mastermind
1415176_0:0014f7	K11431	153.67	676.9	6.7e-204 [histone H3]-lysine4 N-methyltransferase [EC:2.1.1.364]
1415176_0:0014fa	K13869	680.17	911.8	5.9e-275 solute carrier family 7 (L-type amino acid transporter), member 11
1415176_0:0014fb	K12871	43.9	301.5	4.5e-90 coiled-coil domain-containing protein 12
1415176_0:0014fd	K04585	642.2	725.6	2.3e-218 parathyroid hormone receptor 1
1415176_0:0014ff	K07984	93.57	722.4	3.1e-217 SH3-domain binding protein 2
1415176_0:001500	K22651	75.37	233	2.8e-69 E3 ubiquitin-protein ligase RNF4 [EC:2.3.2.27]
1415176_0:001503	K25608	161.77	871.8	2.3e-262 cilia- and flagella-associated protein 99
1415176_0:001504	K28082	155.8	601.5	1.3e-180 TNFAIP3-interacting protein 2
1415176_0:001505	K18622	228.97	927.3	4.3e-279 adducin
1415176_0:001506	K08797	441.17	733.8	2.2e-220 hormonally upregulated Neu-associated kinase [EC:2.7.11.1]
1415176_0:001507	K03858	33.27	288.9	1.8e-86 phosphatidylinositol N-acetylglucosaminyltransferase subunit H
1415176_0:001508	K24020	385.17	1941.8	0 pleckstrin homology domain-containing family H
1415176_0:001509	K08493	78.7	270.3	1.7e-80 vesicle transport through interaction with t-SNAREs 1
1415176_0:00150a	K06091	675.8	1091.5	0 MAGUK p55 subfamily member 5
1415176_0:00150a	K00942	182.8	184.8	1.9e-54 guanylate kinase [EC:2.7.4.8]
1415176_0:00150b	K02149	181.83	463.9	2.2e-139 V-type H+-transporting ATPase subunit D
1415176_0:00150d	K03237	78.93	537.5	1.1e-161 translation initiation factor 2 subunit 1
1415176_0:00150e	K01476	191.37	456.7	4.7e-137 arginase [EC:3.5.3.1]
1415176_0:00150f	K11153	483.33	578.3	1e-173 retinol dehydrogenase 12 [EC:1.1.1.300]
1415176_0:001511	K19993	217	611.8	5.4e-184 pleckstrin
1415176_0:001513	K10869	260	516.5	3.1e-155 RAD51-like protein 1
1415176_0:001514	K19027	445.9	2388.4	0 zinc finger FYVE domain-containing protein 26
1415176_0:001515	K18416	268.97	476.3	5e-143 3'-5' exoribonuclease 1 [EC:3.1.-.-]
1415176_0:001516	K07189	121.03	246	2.8e-73 protein phosphatase 1 regulatory subunit 3A/B/C/D/E
1415176_0:001517	K24508	680.47	1180.4	0 von Willebrand factor A domain-containing protein 2
1415176_0:001518	K23782	751.17	941	4.8e-283 actin filament associated protein 1-like
1415176_0:001519	K18405	275.4	793.8	2.3e-238 tudor domain-containing protein 1/4/6/7
1415176_0:00151a	K15338	243.63	322.6	2.9e-96 holliday junction resolvase GEN1/YEN1 [EC:3.1.-.-]
1415176_0:00151b	K09109	409.37	668.8	3.7e-201 N-myc proto-oncogene protein
1415176_0:00151c	K09077	146	245.4	5.7e-73 mesogenin 1
1415176_0:00151e	K19936	430.43	446.8	7.5e-135 visinin-like protein 1
1415176_0:00151e	K23848	412.7	439.9	3.3e-132 hippocalcin-like protein 4
1415176_0:00151e	K13974	34.57	34.8	8.4e-09 calcium-binding protein
1415176_0:00151f	K22804	349.77	1312.1	0 structural maintenance of chromosomes protein 6
1415176_0:001521	K24946	104.37	246.9	1.3e-73 tetratricopeptide repeat protein 32
1415176_0:001522	K01081	130.77	137.3	5.3e-40 5'-nucleotidase [EC:3.1.3.5]
1415176_0:001523	K27976	163.3	673.4	5.4e-203 CYFIP-related Rac1 interactor
1415176_0:001524	K09215	158.4	293	3.1e-87 odd-skipped
1415176_0:001526	K13177	524.3	1494.5	0 ATP-dependent RNA helicase DDX1 [EC:5.6.2.7]
1415176_0:001527	K04933	690.37	925.3	5e-279 potassium voltage-gated channel delayed-rectifier subfamily S member 3
1415176_0:001529	K12387	50.83	323.3	1.6e-96 lysosomal-associated transmembrane protein
1415176_0:00152a	K19674	455.67	2366.8	0 WD repeat-containing protein 35
1415176_0:00152c	K20473	259.17	1533.8	0 neuroblastoma-amplified sequence
1415176_0:00152e	K06087	63.4	129.4	8.5e-38 claudin
1415176_0:001530	K04723	506.87	917.6	2.6e-276 interleukin 1 receptor accessory protein
1415176_0:001531	K06087	63.4	335.7	1.5e-100 claudin
1415176_0:001532	K22608	65.47	327.6	4.6e-98 parathyroid hormone-related hormone
1415176_0:001533	K17413	54.1	386.1	1.2e-115 small subunit ribosomal protein S35
1415176_0:001535	K04926	694.5	789.2	1.8e-237 potassium voltage-gated channel KQT-like subfamily member 1
1415176_0:001539	K27973	342.3	946.3	2e-285 kelch-like protein 42
1415176_0:00153a	K04440	514.67	999.8	4.3e-301 mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]
1415176_0:00153c	K20642	212.53	881.3	3.2e-265 Rho GTPase-activating protein 22/24/25
1415176_0:00153e	K27861	878.37	4384.4	0 zinc finger protein 469
1415176_0:00153f	K27864	127.37	956.2	5e-288 protein BANP
1415176_0:001540	K25878	290.63	433.4	2.8e-130 cell death activator CIDE-C
1415176_0:001541	K13780	770.83	934.6	1.2e-281 solute carrier family 7 (L-type amino acid transporter), member 5
1415176_0:001542	K04282	287.83	361.1	3.8e-108 thyrotropin-releasing hormone receptor
1415176_0:001543	K17441	436.5	1236.8	0 zinc finger protein ZFPM1
1415176_0:001544	K19530	82.53	168.1	1.8e-49 junctophilin
1415176_0:001545	K01672	289.3	361.5	3.3e-108 carbonic anhydrase [EC:4.2.1.1]
1415176_0:001546	K19513	63.5	1171.7	0 protein CLEC16A
1415176_0:001547	K09228	360.37	958.2	2.2e-288 KRAB domain-containing zinc finger protein
1415176_0:001549	K10862	165.33	402	3e-120 tyrosyl-DNA phosphodiesterase 1 [EC:3.1.4.-]
1415176_0:00154a	K09407	175.97	357.1	1e-106 forkhead box protein N
