gene_name	KO	thrshld	score	E-value KO definition
13735_0:001818	K08534	721.43	801	5.2e-241 RAR-related orphan receptor gamma
13735_0:001819	K03023	126.93	749.3	2.1e-225 DNA-directed RNA polymerase III subunit RPC3
13735_0:00181a	K10159	751.97	1068.1	0 toll-like receptor 2
13735_0:00181b	K17936	313.1	978.2	9.3e-295 sorting nexin-27
13735_0:00181c	K01309	53.43	564.9	7.7e-170 ubiquitin carboxyl-terminal hydrolase MINDY-1/2 [EC:3.4.19.12]
13735_0:00181e	K23533	371.2	772.4	1.8e-232 leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein
13735_0:001820	K16064	900.73	1086.3	0 E3 SUMO-protein ligase PIAS3 [EC:2.3.2.-]
13735_0:001822	K13207	166.67	257.9	1.4e-76 CUG-BP- and ETR3-like factor
13735_0:001823	K16339	244.67	364.6	2.5e-109 acyl-coenzyme A thioesterase THEM4 [EC:3.1.2.2]
13735_0:001825	K06586	1600	1619.1	0 integrin alpha 10
13735_0:001828	K17274	148.17	228.8	2.6e-68 protein S100-A10
13735_0:001829	K11982	144.63	331.7	4.8e-99 E3 ubiquitin-protein ligase RNF115/126 [EC:2.3.2.27]
13735_0:00182b	K16614	239.83	425.7	6.1e-128 ornithine decarboxylase antizyme 3
13735_0:00182d	K25874	313.37	655.7	6.8e-197 Kirrel/Neph family protein
13735_0:00182f	K11459	563.57	708.6	5.5e-213 polycomb group RING finger protein 4
13735_0:001830	K20313	382.87	577.4	1e-173 pleckstrin homology domain-containing family A member 3
13735_0:001831	K25865	712.93	809.9	1.7e-243 nebulette
13735_0:001832	K06560	1042.03	1750.5	0 mannose receptor, C type
13735_0:001833	K06584	1210.6	1439.5	0 integrin alpha 8
13735_0:001834	K17776	220.9	345.5	2.8e-103 metaxin
13735_0:001835	K04450	453.87	632.5	3.1e-190 cyclic AMP-dependent transcription factor ATF-2
13735_0:001836	K07048	250.53	613.5	1.2e-184 phosphotriesterase-related protein
13735_0:001837	K09320	149.3	168.7	2.1e-49 homeobox even-skipped homolog protein
13735_0:001839	K09298	128.67	478.2	2e-143 homeobox protein HoxA/B/C/D13
13735_0:00183a	K13298	1142.23	1281	0 dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11 [EC:3.1.4.17 3.1.4.35]
13735_0:00183b	K09521	141.27	798.9	2.1e-240 DnaJ homolog subfamily C member 1
13735_0:00183c	K20463	544.83	1397.8	0 oxysterol-binding protein-related protein 3/6/7
13735_0:00183d	K10703	70.03	345.8	2.3e-103 very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
13735_0:00183f	K05940	590.83	1121.4	0 carnitine O-octanoyltransferase [EC:2.3.1.137]
13735_0:001840	K22147	253.5	672.4	1.4e-202 pejvakin
13735_0:001841	K14616	532.03	4598.5	0 cubilin
13735_0:001842	K04863	849.2	909.8	6.8e-274 voltage-dependent calcium channel beta-2
13735_0:001844	K00803	312.8	1045.4	0 alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]
13735_0:001845	K08738	64.57	184.4	2.3e-54 cytochrome c
13735_0:001846	K14718	667.87	980.2	5.1e-295 solute carrier family 39 (zinc transporter), member 12
13735_0:001847	K09573	277.57	472.6	6.1e-142 FK506-binding protein 7 [EC:5.2.1.8]
13735_0:001847	K09577	270.67	272.8	3.3e-81 FK506-binding protein 14 [EC:5.2.1.8]
13735_0:001847	K01802	52.67	94	6e-27 peptidylprolyl isomerase [EC:5.2.1.8]
13735_0:001848	K06560	1042.03	1206.6	0 mannose receptor, C type
13735_0:001849	K09304	242.53	383.3	1.3e-114 homeobox protein HoxA/B/C/D4
13735_0:00184a	K09297	175.27	415.2	1.5e-124 homeobox protein HoxC/D12
13735_0:00184b	K23588	264.7	1330.3	0 protein AF-17/10
13735_0:00184c	K08762	127.93	157	3.8e-46 diazepam-binding inhibitor (GABA receptor modulator, acyl-CoA-binding protein)
13735_0:00184d	K05659	2230	2238.8	0 ATP-binding cassette, subfamily B (MDR/TAP), member 4 [EC:7.6.2.2]
13735_0:00184d	K05658	906.87	1942.4	0 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
13735_0:00184e	K22559	86.93	366.9	4.3e-110 COMM domain containing 3
13735_0:00184f	K06629	116.13	491.3	3.9e-147 protein DBF4
13735_0:001850	K26259	189.87	264.7	1.4e-78 elongin BC and Polycomb repressive complex 2-associated protein
13735_0:001851	K09308	214.7	386	1.5e-115 homeobox protein HoxB/C/D8
13735_0:001852	K09296	415.8	462.7	9.6e-139 homeobox protein HoxC/D11
13735_0:001853	K00920	301.33	720.7	4.2e-217 1-phosphatidylinositol-5-phosphate 4-kinase [EC:2.7.1.149]
13735_0:001854	K04705	314.6	783.9	1.1e-235 signal transducing adaptor molecule
13735_0:001855	K00671	220.73	964.2	2.9e-290 glycylpeptide N-tetradecanoyltransferase [EC:2.3.1.97]
13735_0:001856	K06560	1042.03	1664.9	0 mannose receptor, C type
13735_0:001858	K05638	598.47	909.8	1e-273 nuclear factor erythroid 2-related factor 2
13735_0:00185a	K21971	267.6	693.5	1e-208 methyltransferase NSUN6 [EC:2.1.1.-]
13735_0:00185b	K12741	260.47	392.8	1.5e-117 heterogeneous nuclear ribonucleoprotein A1/A3
13735_0:00185c	K04803	624.1	925.1	6.4e-279 nicotinic acetylcholine receptor alpha-1
13735_0:00185d	K09301	165.4	243	5.3e-72 homeobox protein HoxA/B/D1
13735_0:00185e	K07606	682.93	759.8	2.1e-228 vimentin
13735_0:00185f	K15336	270	648.6	3.4e-195 tRNA (cytosine38-C5)-methyltransferase [EC:2.1.1.204]
13735_0:001860	K25532	246.27	1173	0 sperm-associated antigen 6
13735_0:001861	K06560	1042.03	1711.2	0 mannose receptor, C type
13735_0:001862	K02128	94.43	258	6.5e-77 F-type H+-transporting ATPase subunit c
13735_0:001864	K07950	313.7	409.4	7.5e-123 ADP-ribosylation factor-like protein 5B
13735_0:001865	K13716	290.7	518.1	3.2e-155 OTU domain-containing protein 1 [EC:3.4.19.12]
13735_0:001866	K09303	199.03	515.9	1.5e-154 homeobox protein HoxA/B/D3
13735_0:001867	K19475	100.3	336.1	3e-100 WAS/WASL-interacting protein
13735_0:001868	K09073	178.73	322.1	2.9e-96 pancreas-specific transcription factor 1a
13735_0:001869	K14523	86.43	349.3	2.2e-104 ribonucleases P/MRP protein subunit RPP38 [EC:3.1.26.5]
13735_0:00186a	K24124	248.57	1496.9	0 armadillo repeat-containing protein 3
13735_0:00186b	K20630	283.47	965.2	8.9e-291 chimaerin
13735_0:00186c	K06560	1042.03	1466.2	0 mannose receptor, C type
13735_0:00186d	K22647	102.83	382	2.8e-114 ubiquitin carboxyl-terminal hydrolase MINDY-3/4 [EC:3.4.19.12]
13735_0:00186f	K19683	202.7	1270.1	0 tetratricopeptide repeat protein 30
13735_0:001870	K09295	481.27	672.1	1.7e-202 homrobox protein Hox-D10
13735_0:001871	K23292	100.53	482.1	1e-144 endoplasmic reticulum junction formation protein lunapark
13735_0:001872	K15119	210.6	549.5	3.2e-165 solute carrier family 25, member 39/40
13735_0:001873	K01071	205.3	241.6	7.6e-72 medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21]
13735_0:001874	K13100	158.6	1311.1	0 pre-mRNA-splicing factor CWC22
13735_0:001875	K25081	183.8	494.7	1.8e-148 RNA-binding protein 45
13735_0:001877	K06615	448.1	661.1	4.7e-199 alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8F) [EC:2.4.3.-]
13735_0:001878	K24540	425.7	516.3	4.8e-155 interferon-inducible double-stranded RNA-dependent protein kinase activator A
13735_0:001879	K12567	498.33	3369.5	0 titin [EC:2.7.11.1]
13735_0:00187a	K24787	286.07	842.3	1.6e-253 RUN domain-containing protein 3
13735_0:00187c	K26543	340.3	466.5	6.6e-140 zinc finger protein 385A
13735_0:00187d	K04257	107.23	375.5	2.2e-112 olfactory receptor
13735_0:00187e	K04257	107.23	379.2	1.7e-113 olfactory receptor
13735_0:001880	K04257	107.23	326.9	1.3e-97 olfactory receptor
13735_0:001881	K04257	107.23	366.5	1.2e-109 olfactory receptor
13735_0:001882	K04257	107.23	377	7.9e-113 olfactory receptor
13735_0:001883	K07818	210.13	499.5	7.9e-150 perforin 1
13735_0:001884	K19382	264.5	415.9	1.7e-124 tectonic-1/3
13735_0:001886	K04257	107.23	289	3.9e-86 olfactory receptor
13735_0:001887	K04257	107.23	295.8	3.3e-88 olfactory receptor
13735_0:001888	K04257	107.23	294.6	7.7e-88 olfactory receptor
13735_0:001889	K04257	107.23	298.3	5.9e-89 olfactory receptor
13735_0:00188a	K04257	107.23	293.5	1.7e-87 olfactory receptor
13735_0:00188b	K04257	107.23	291.4	7.4e-87 olfactory receptor
13735_0:00188d	K04257	107.23	309.3	2.7e-92 olfactory receptor
13735_0:00188f	K04257	107.23	295.7	3.7e-88 olfactory receptor
13735_0:001890	K04257	107.23	311.1	7.6e-93 olfactory receptor
13735_0:001895	K04257	107.23	302.8	2.6e-90 olfactory receptor
13735_0:001898	K04257	107.23	269	4.6e-80 olfactory receptor
13735_0:00189a	K16535	100.7	333.5	8.2e-100 lisH domain-containing protein FOPNL
13735_0:00189b	K10352	2064.8	3293.8	0 myosin heavy chain 9/10/11/14
13735_0:00189c	K16738	495.7	613.7	1.1e-184 nuclear distribution protein NudE
13735_0:00189d	K05667	2443.43	2469.4	0 ATP-binding cassette, subfamily C (CFTR/MRP), member 3
13735_0:00189d	K05665	2109.7	2411.4	0 ATP-binding cassette, subfamily C (CFTR/MRP), member 1 [EC:7.6.2.3]
13735_0:00189e	K24335	172.37	403.1	9.3e-121 protein disulfide-isomerase [EC:5.3.4.1]
13735_0:00189f	K24640	575.7	1047.5	0 zinc finger BED domain-containing protein 4
13735_0:0018a0	K03847	164.57	804	4.3e-242 alpha-1,6-mannosyltransferase [EC:2.4.1.260]
13735_0:0018a1	K11349	1685.5	2313.5	0 bromodomain-containing protein 1
13735_0:0018a1	K11380	432.03	455.7	2e-136 NuA3 HAT complex component NTO1
13735_0:0018a3	K12392	988.53	1528.7	0 AP-1 complex subunit beta-1
13735_0:0018a5	K10871	195	527	1.7e-158 RAD51-like protein 3
13735_0:0018a6	K02842	800.8	1012.6	0 frizzled 9/10
13735_0:0018a9	K25605	60.73	243	2.9e-72 B-cell CLL/lymphoma 7 protein
13735_0:0018aa	K11658	652.53	2429.7	0 bromodomain adjacent to zinc finger domain protein 1B
13735_0:0018ab	K19332	119.93	961	2.8e-289 Meckel syndrome type 1 protein
13735_0:0018ac	K21991	144.53	1455.2	0 protein unc-45
13735_0:0018ad	K23325	248.63	721.8	5.8e-217 transducin beta-like protein 2
13735_0:0018ae	K07851	265.07	437.2	4.4e-131 Ras-like protein family member 10B
13735_0:0018af	K20804	113.6	503.8	3.2e-151 E3 ubiquitin-protein ligase RNF34 [EC:2.3.2.31]
13735_0:0018b0	K09113	151.53	861.9	3.9e-259 MAX-like protein X
13735_0:0018b1	K24939	153.27	812.3	1.8e-244 CWF19-like protein 1
13735_0:0018b2	K13345	131.17	492.1	1.5e-147 peroxin-12
13735_0:0018b3	K10776	968.8	1562.7	0 DNA ligase 3 [EC:6.5.1.1]
13735_0:0018b5	K04257	107.23	273.4	2e-81 olfactory receptor
13735_0:0018b6	K04257	107.23	283.6	1.7e-84 olfactory receptor
13735_0:0018ba	K05732	1696.2	2159.8	0 glucocorticoid receptor DNA-binding factor 1
13735_0:0018bb	K19873	235.3	706.3	1.6e-212 fukutin-related protein [EC:2.7.8.-]
13735_0:0018bd	K17608	179.93	953.3	7.4e-287 striatin 1/3/4
13735_0:0018bf	K11827	218.3	319.7	4.3e-96 AP-2 complex subunit sigma-1
13735_0:0018c0	K12353	98.77	1400.9	0 sphingomyelin phosphodiesterase 4 [EC:3.1.4.12]
13735_0:0018c1	K13094	113.83	1076.8	0 RNA-binding protein 5/10
13735_0:0018c2	K10072	212.27	275.8	3.1e-82 C-type lectin domain family 2 member D
13735_0:0018c3	K10075	210.27	237.3	1.9e-70 killer cell lectin-like receptor subfamily F member 1
13735_0:0018c4	K19676	360.1	379.9	1.1e-113 intraflagellar transport protein 172
13735_0:0018c7	K16273	492.63	1324	0 E3 ubiquitin-protein ligase ZNRF3 [EC:2.3.2.27]
13735_0:0018c8	K27967	153.47	338.6	3.7e-101 coiled-coil domain-containing protein 117
13735_0:0018c9	K08148	692.77	828.6	4.5e-249 MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 11
13735_0:0018ca	K09027	81.4	143.2	1.1e-41 X box-binding protein 1
13735_0:0018cb	K06641	412.73	733.9	1.2e-220 serine/threonine-protein kinase CHEK2 [EC:2.7.11.1]
13735_0:0018cc	K07876	344.77	491.5	1.1e-147 Ras-related protein Rab-35
13735_0:0018cd	K04257	107.23	297.1	1.4e-88 olfactory receptor
13735_0:0018ce	K04257	107.23	204.5	1.7e-60 olfactory receptor
13735_0:0018d1	K24749	108.07	432.2	1.9e-129 WD repeat-containing protein 54
13735_0:0018d5	K07756	199.5	606.3	3.1e-182 inositol-hexakisphosphate 5-kinase [EC:2.7.4.21]
13735_0:0018d7	K22529	229.57	566.4	5.1e-170 amphoterin-induced protein
13735_0:0018d9	K24595	87.27	453	9.1e-136 arginine/serine-rich coiled-coil protein 2
13735_0:0018dc	K07374	500.73	992	1.1e-298 tubulin alpha
13735_0:0018dd	K14009	36.33	111.6	2.5e-32 B-cell receptor-associated protein 31
13735_0:0018de	K12319	745.97	897.9	3.1e-270 guanylate cyclase soluble subunit beta [EC:4.6.1.2]
13735_0:0018df	K04832	479.87	884	2.1e-266 acid-sensing ion channel 5
13735_0:0018e0	K10434	77.33	684.9	8.7e-206 microtubule-associated protein 9
13735_0:0018e1	K04205	399.7	621.4	4.4e-187 neuropeptide Y receptor type 2
13735_0:0018e2	K12318	649.83	1014	0 guanylate cyclase soluble subunit alpha [EC:4.6.1.2]
13735_0:0018e3	K20347	192.47	229.5	2.9e-68 p24 family protein beta-1
13735_0:0018e4	K16452	65.77	342.2	3.2e-102 coiled-coil domain-containing protein 92
13735_0:0018e5	K03143	72.9	486.2	4.2e-146 transcription initiation factor TFIIH subunit 3
13735_0:0018e6	K03239	226.67	516.3	7.6e-155 translation initiation factor eIF-2B subunit alpha
13735_0:0018e7	K02154	381.77	1152.5	0 V-type H+-transporting ATPase subunit a
13735_0:0018e8	K14809	525.83	937.3	3.7e-282 ATP-dependent RNA helicase DDX55/SPB4 [EC:5.6.2.7]
13735_0:0018e9	K10408	2840.83	4584.1	0 dynein axonemal heavy chain
13735_0:0018ea	K19361	334.57	942.6	9.9e-284 tectonic-2
13735_0:0018eb	K24732	292.83	566.9	1.8e-170 guanine nucleotide-binding protein subunit beta-like protein 1
13735_0:0018f2	K01883	386.93	649.1	4.2e-195 cysteinyl-tRNA synthetase [EC:6.1.1.16]
13735_0:0018f3	K06237	526.33	1513.5	0 collagen type IV alpha
13735_0:0018f5	K17757	196.57	610.6	7.5e-184 ATP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.93]
13735_0:0018f6	K07911	167.33	427.5	1e-128 Ras-related protein Rab-20
13735_0:0018f7	K19197	412.83	567.2	3.3e-170 inhibitor of growth protein 1
13735_0:0018f9	K06237	526.33	1403.4	0 collagen type IV alpha
13735_0:0018fb	K07839	338	355.8	1.7e-106 Ras-related protein Rap-2C
13735_0:0018fc	K08419	352.73	592	6e-178 oxoglutarate (alpha-ketoglutarate) receptor 1
13735_0:0018fd	K20222	535.57	1331.8	0 importin-5
13735_0:0018fe	K14943	72.57	629.9	3.3e-189 muscleblind
13735_0:001901	K26240	218.17	880	1.1e-264 phospholipid transfer protein
13735_0:001902	K01749	129.73	473.8	3.5e-142 hydroxymethylbilane synthase [EC:2.5.1.61]
13735_0:001903	K01001	115.4	795.5	2.6e-239 UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15]
13735_0:001904	K03334	380.7	642	4.8e-193 L-amino-acid oxidase [EC:1.4.3.2]
13735_0:001905	K09228	360.37	378.7	3.9e-113 KRAB domain-containing zinc finger protein
13735_0:001906	K25385	1258.1	1691	0 BMP/retinoic acid-inducible neural-specific protein 1
13735_0:001907	K09228	360.37	2176.9	0 KRAB domain-containing zinc finger protein
13735_0:001907	K09191	325.1	345.3	4.9e-103 general transcription factor IIIA
13735_0:001908	K06765	1880.63	2150.5	0 deleted in colorectal carcinoma
13735_0:001909	K06712	262.2	384.9	3.7e-115 butyrophilin
13735_0:00190a	K09228	360.37	446.1	1.6e-133 KRAB domain-containing zinc finger protein
13735_0:00190a	K09191	325.1	407.4	8.1e-122 general transcription factor IIIA
13735_0:00190c	K09228	360.37	1547.4	0 KRAB domain-containing zinc finger protein
13735_0:00190c	K09191	325.1	371.7	5.1e-111 general transcription factor IIIA
13735_0:001910	K16763	162.4	366.3	1.9e-109 centrosomal protein CEP63
13735_0:001912	K04519	141.8	301.4	6e-90 interleukin 1 beta
13735_0:001913	K00164	1220.97	1752.4	0 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
13735_0:001917	K14640	301.47	860.9	4e-259 solute carrier family 20 (sodium-dependent phosphate transporter)
13735_0:001919	K04519	141.8	158.6	1.5e-46 interleukin 1 beta
13735_0:00191a	K16769	53.53	291.2	1.4e-86 cytoskeleton-associated protein 2
13735_0:00191b	K17403	85	145.9	7.2e-43 small subunit ribosomal protein S24
13735_0:00191e	K20164	296.53	1658.4	0 DENN domain-containing protein 5
13735_0:001920	K06269	429.73	607.1	9.7e-183 serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]
13735_0:001921	K04257	107.23	297.5	1e-88 olfactory receptor
13735_0:001922	K04257	107.23	261.8	7e-78 olfactory receptor
13735_0:001923	K04257	107.23	292	4.7e-87 olfactory receptor
13735_0:001924	K04257	107.23	270.9	1.2e-80 olfactory receptor
13735_0:001926	K04257	107.23	269.5	3.1e-80 olfactory receptor
13735_0:001929	K09582	622.47	1233.3	0 protein disulfide-isomerase A4 [EC:5.3.4.1]
13735_0:00192a	K03347	727.43	1265.6	0 cullin 1
13735_0:00192b	K11430	1064.33	1205.1	0 [histone H3]-lysine27 N-trimethyltransferase EZH2 [EC:2.1.1.356]
13735_0:00192c	K07380	1622.37	2231.9	0 contactin associated protein-like 2
13735_0:00192d	K04257	107.23	448	2.3e-134 olfactory receptor
13735_0:001931	K06087	63.4	374.2	3e-112 claudin
13735_0:001933	K13703	336.17	537.1	3.1e-161 abhydrolase domain-containing protein 11
13735_0:001935	K15436	563.97	1116.6	0 transportin-3
13735_0:001938	K25772	83.97	171.8	1.2e-50 protein PAXX
13735_0:00193a	K22765	84.27	636.6	1.3e-191 transmembrane protein 237
13735_0:00193b	K08669	519.5	560	3.7e-168 HtrA serine peptidase 2 [EC:3.4.21.108]
13735_0:00193d	K19716	134.23	370.8	6.3e-111 ancient ubiquitous protein 1
13735_0:00193f	K13186	240.83	286.4	1.2e-85 RNA-binding protein 3
13735_0:00193f	K13195	165	224.3	1.2e-66 cold-inducible RNA-binding protein
13735_0:001940	K12304	96.13	558.8	5.7e-168 soluble calcium-activated nucleotidase 1 [EC:3.6.1.6]
13735_0:001941	K04257	107.23	448.8	1.3e-134 olfactory receptor
13735_0:001942	K19721	1193.17	2219	0 collagen type V/XI/XXIV/XXVII, alpha
13735_0:001944	K04288	487.4	635.5	4.4e-191 sphingosine 1-phosphate receptor 1
13735_0:001945	K15446	129.1	632	7e-190 tRNA:m4X modification enzyme [EC:2.1.1.225]
13735_0:001946	K20798	86.6	152.8	6.9e-45 small RNA 2'-O-methyltransferase [EC:2.1.1.386]
13735_0:001947	K14684	334.53	739	2.2e-222 solute carrier family 25 (mitochondrial adenine nucleotide transporter), member 23/24/25/41
13735_0:001948	K19582	353.37	1144.8	0 lipid phosphate phosphatase-related protein type 3/4
13735_0:001949	K13157	204.43	652	4.9e-196 U11/U12 small nuclear ribonucleoprotein 65 kDa protein
13735_0:00194a	K17921	256.63	744.2	6.4e-224 sorting nexin-7/30
13735_0:00194c	K01176	237.27	419.8	1.1e-125 alpha-amylase [EC:3.2.1.1]
13735_0:00194d	K19581	324.93	676.8	1e-203 lipid phosphate phosphatase-related protein type 1/2/5
13735_0:00194e	K09699	429.73	597.9	6.8e-180 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]
13735_0:00194f	K27975	291.7	702.2	3.8e-211 palmdelphin
13735_0:001951	K14692	334.37	626.2	4.7e-188 solute carrier family 30 (zinc transporter), member 5/7
13735_0:001952	K16487	122.3	789.3	2e-237 spindle assembly abnormal protein 6
13735_0:001954	K01176	237.27	421	4.6e-126 alpha-amylase [EC:3.2.1.1]
13735_0:001955	K05730	239.63	1429.3	0 guanine nucleotide exchange factor VAV
13735_0:001956	K01196	315.33	2730.1	0 glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33]
13735_0:001957	K06527	246.23	655.9	3.2e-197 vascular cell adhesion molecule 1
13735_0:001958	K08422	246.73	605.1	4.9e-182 G protein-coupled receptor 88
13735_0:001959	K01974	206.33	621.2	6.6e-187 RNA 3'-terminal phosphate cyclase (ATP) [EC:6.5.1.4]
13735_0:00195a	K07522	850.17	1119.3	0 netrin-G1
13735_0:00195b	K06639	144.93	831.5	2.3e-250 cell division cycle 14 [EC:3.1.3.16 3.1.3.48]
13735_0:00195c	K02369	277.97	623.6	5.2e-188 alpha-1,4-N-acetylglucosaminyltransferase EXTL2 [EC:2.4.1.223]
13735_0:00195e	K00207	452.17	1986	0 dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]
13735_0:00195f	K15272	238.97	527.5	1.5e-158 solute carrier family 35 (UDP-sugar transporter), member A1/2/3
13735_0:001961	K00586	265.17	568.3	3.4e-171 diphthine methyl ester synthase [EC:2.1.1.314]
13735_0:001962	K25446	744.37	908.6	3.8e-274 noelin-3
13735_0:001966	K01025	345.57	491.4	1.6e-147 sulfotransferase [EC:2.8.2.-]
13735_0:001966	K01016	424	438.8	1.2e-131 estrone sulfotransferase [EC:2.8.2.4]
13735_0:00196a	K01510	622.83	737	9.3e-222 apyrase [EC:3.6.1.5]
13735_0:00196b	K01292	688.17	897.2	4.8e-270 carboxypeptidase N catalytic subunit [EC:3.4.17.3]
13735_0:00196d	K04877	910.27	1159.7	0 potassium voltage-gated channel Shaker-related subfamily A member 4
13735_0:00196e	K05250	159.9	217	8.5e-65 follitropin subunit beta
13735_0:001970	K06712	262.2	387	8.8e-116 butyrophilin
13735_0:001973	K06237	526.33	1370.8	0 collagen type IV alpha
13735_0:001974	K06237	526.33	1352.1	0 collagen type IV alpha
13735_0:001975	K14625	99	150.4	3.1e-44 C-C motif chemokine 20
13735_0:001977	K17425	137.5	493.7	2.4e-148 large subunit ribosomal protein L44 [EC:3.1.26.-]
13735_0:001978	K16172	821.3	929.8	1.9e-279 insulin receptor substrate 1
13735_0:001979	K10510	956.8	1777.4	0 zinc finger and BTB domain-containing protein 38
13735_0:00197b	K24463	315.3	1352.6	0 delta and Notch-like epidermal growth factor-related receptor
13735_0:00197c	K09651	197.97	468.8	1.1e-140 rhomboid-related protein 4 [EC:3.4.21.105]
13735_0:00197d	K22076	107.63	329	1.4e-98 mitochondrial fission factor
13735_0:00197e	K00909	829.33	1029.5	0 rhodopsin kinase [EC:2.7.11.14]
13735_0:00197f	K14625	99	144.9	1.4e-42 C-C motif chemokine 20
13735_0:001980	K08053	1378.5	1787.6	0 Ras GTPase-activating protein 2
13735_0:001982	K10590	634	2541.4	0 E3 ubiquitin-protein ligase TRIP12 [EC:2.3.2.26]
13735_0:001984	K10611	126.8	217.6	6.6e-65 RING-box protein 2
13735_0:001987	K08190	569.73	649	3e-195 MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14
13735_0:001988	K14610	581.8	781.8	5.8e-235 solute carrier family 19 (thiamine transporter), member 2/3
13735_0:001989	K10312	84.63	355.4	7.4e-107 F-box protein 36
13735_0:00198b	K19760	294.07	886.2	3.4e-267 dynein assembly factor with WDR repeat domains 1
13735_0:00198c	K15044	153.83	588.9	1.1e-176 Arf-GAP domain and FG repeats-containing protein 1
13735_0:00198e	K06806	1116.03	1371.3	0 cadherin 19, type 2
13735_0:00198f	K06799	1321.07	1599.7	0 cadherin 7, type 2
13735_0:001990	K22244	171.1	195.2	7.5e-58 regenerating islet-derived protein 4
13735_0:001992	K23593	2095.13	2268.9	0 alpha-2-macroglobulin-like protein
13735_0:001995	K16932	175.03	269.4	3.2e-80 C->U-editing enzyme APOBEC1 [EC:3.5.4.36]
13735_0:001996	K23593	2095.13	2279.1	0 alpha-2-macroglobulin-like protein
13735_0:001998	K23593	2095.13	2231.6	0 alpha-2-macroglobulin-like protein
13735_0:001999	K23593	2095.13	2253.8	0 alpha-2-macroglobulin-like protein
13735_0:00199a	K20069	51.63	200.6	2.2e-59 adaptin ear-binding coat-associated protein 1/2
13735_0:00199b	K04009	415.7	589.5	2.9e-177 C3a anaphylatoxin chemotactic receptor
13735_0:00199b	K04245	416.73	428.6	2.5e-128 chemokine-like receptor 1
13735_0:00199c	K09403	208.93	531.6	2.3e-159 forkhead box protein J2/3
13735_0:00199d	K10164	155.63	407.9	4.2e-122 homeobox protein Nanog
13735_0:00199e	K10989	243.2	449.6	2.6e-135 activation-induced cytidine deaminase [EC:3.5.4.38]
13735_0:00199e	K18750	264.2	265.9	3.9e-79 C->U-editing enzyme APOBEC3 [EC:3.5.4.-]
13735_0:00199f	K16932	175.03	383.4	8.2e-115 C->U-editing enzyme APOBEC1 [EC:3.5.4.36]
13735_0:0019a0	K16932	175.03	366.3	1.2e-109 C->U-editing enzyme APOBEC1 [EC:3.5.4.36]
13735_0:0019a1	K10164	155.63	264.6	1.3e-78 homeobox protein Nanog
13735_0:0019a2	K25410	148.93	238.9	3e-71 microfibrillar-associated protein 5
13735_0:0019a3	K18310	762.33	943.7	3.1e-284 beta-citrylglutamate/N-acetylaspartylglutamate synthase [EC:6.3.1.17 6.3.2.41]
13735_0:0019a5	K12867	265.2	1433.9	0 pre-mRNA-splicing factor SYF1
13735_0:0019a7	K22369	249.37	268.4	6.9e-80 epoxide hydrolase 4 [EC:3.3.-.-]
13735_0:0019a8	K11722	1177.37	2000	0 bromodomain-containing protein 4
13735_0:0019a9	K17493	147.3	922	5.3e-277 calmodulin-regulated spectrin-associated protein
13735_0:0019ab	K09228	360.37	729.5	3.1e-219 KRAB domain-containing zinc finger protein
13735_0:0019ab	K09191	325.1	375.6	3.3e-112 general transcription factor IIIA
13735_0:0019ac	K18186	58.47	137.1	2.3e-40 protein PET100, animal type
13735_0:0019ad	K16525	542.07	1143.5	0 A-kinase anchor protein 8
13735_0:0019b1	K15978	509.03	879.2	1.5e-264 A-kinase anchor protein 8-like protein
13735_0:0019b2	K19989	420	747.8	8.1e-225 tumor necrosis factor alpha-induced protein 2
13735_0:0019b4	K20393	272.17	355.2	1.1e-106 PRA1 family protein 3
13735_0:0019b5	K07754	287.33	489.7	4.5e-147 thyroxine 5-deiodinase [EC:1.21.99.3]
13735_0:0019b6	K19969	404.73	664	4.3e-200 2-epi-5-epi-valiolone synthase [EC:4.2.3.152]
13735_0:0019b7	K25208	123.57	507	1.7e-152 ankyrin repeat domain-containing protein 9
13735_0:0019b8	K18259	103.5	558.5	8.8e-168 protein amnionless
13735_0:0019b9	K25541	249.47	320.5	5.6e-96 chemokine-like protein TAFA1
13735_0:0019ba	K03262	140.1	682.5	2.6e-205 translation initiation factor 5
13735_0:0019bb	K10686	278.8	825.5	9.9e-249 NEDD8-activating enzyme E1 [EC:6.2.1.64]
